practice,num_gps_june,num_gps_sept
M82017,4,4
M82018,8,7
M82019,7,7
M82020,3,3
M82021,7,7
M82022,11,9
M82023,14,6
M82024,2,2
M82025,4,4
M82026,9,9
M82027,6,6
M82028,8,8
M82029,6,6
M82030,7,7
M82031,4,4
M82032,10,10
M82033,4,
M82034,5,5
M82035,8,8
M82038,11,7
M82039,6,6
M82040,4,4
M82041,5,8
M82042,6,6
M82043,7,7
M82044,2,2
M82045,5,5
M82046,3,3
M82047,6,6
M82048,5,4
M82051,3,3
M82056,7,7
M82057,3,3
M82058,2,2
M82059,9,9
M82060,4,4
M82601,2,2
M82604,2,2
M82606,,
M82616,3,3
M82619,4,4
M82620,2,2
M83001,5,5
M83004,5,5
M83005,2,2
M83006,15,15
M83007,5,2
M83009,7,7
M83010,5,4
M83011,5,5
M83012,4,4
M83013,3,3
M83014,8,8
M83015,9,9
M83016,2,3
M83017,3,2
M83018,6,6
M83020,,
M83021,5,6
M83022,7,7
M83023,4,4
M83024,4,4
M83025,3,3
M83026,9,8
M83027,7,6
M83028,4,4
M83030,8,8
M83031,3,3
M83032,8,8
M83033,1,1
M83034,10,10
M83035,4,4
M83036,3,3
M83037,5,5
M83038,6,5
M83041,7,7
M83042,7,7
M83044,7,7
M83045,6,9
M83046,5,6
M83047,2,2
M83048,5,5
M83049,6,6
M83050,4,4
M83051,8,9
M83052,9,9
M83054,6,6
M83056,10,11
M83057,6,6
M83059,3,3
M83061,4,4
M83062,9,8
M83063,2,2
M83065,6,7
M83066,5,5
M83067,,1
M83068,3,3
M83069,8,7
M83070,4,4
M83071,6,6
M83072,4,4
M83073,,7
M83074,6,6
M83075,4,3
M83076,5,5
M83078,7,
M83079,5,5
M83082,4,4
M83084,5,3
M83088,8,8
M83089,6,5
M83090,3,3
M83092,5,4
M83093,5,5
M83094,6,6
M83096,6,6
M83097,9,9
M83100,2,2
M83102,3,3
M83103,4,4
M83107,3,
M83108,10,10
M83109,2,2
M83110,4,4
M83111,1,1
M83113,1,1
M83115,2,2
M83117,3,3
M83121,3,3
M83122,2,2
M83123,4,4
M83125,3,2
M83126,5,4
M83127,2,2
M83128,2,2
M83129,5,5
M83130,4,4
M83132,3,3
M83134,2,2
M83138,6,5
M83139,3,3
M83140,3,3
M83141,9,9
M83143,2,2
M83146,,8
M83148,9,9
M83601,6,6
M83608,3,3
M83616,1,1
M83617,10,10
M83619,2,2
M83623,2,2
M83624,1,1
M83625,,3
M83627,4,4
M83629,1,1
M83631,4,4
M83632,3,3
M83637,4,4
M83638,7,7
M83639,,
M83640,,
M83641,2,2
M83650,1,1
M83661,3,3
M83665,1,1
M83668,2,2
M83669,6,6
M83670,3,3
M83680,3,3
M83681,4,4
M83682,5,4
M83691,,
M83693,5,5
M83697,2,2
M83698,2,2
M83700,5,5
M83701,3,3
M83703,,
M83705,1,1
M83706,1,1
M83708,1,1
M83709,3,4
M83711,2,2
M83712,2,2
M83713,3,3
M83714,1,1
M83715,3,3
M83717,2,2
M83718,2,2
M83719,1,1
M83722,1,1
M83723,7,7
M83725,2,2
M83727,3,3
M83733,1,1
M83738,3,3
M83739,,
M84001,10,14
M84002,4,4
M84003,6,6
M84004,8,6
M84005,4,3
M84006,6,8
M84007,7,6
M84008,4,5
M84009,6,6
M84010,6,6
M84011,11,14
M84012,8,8
M84013,14,14
M84014,8,10
M84015,10,10
M84016,4,2
M84017,9,9
M84018,10,10
M84019,9,9
M84020,9,8
M84021,18,16
M84022,4,4
M84023,13,13
M84024,7,6
M84025,12,13
M84026,6,6
M84028,11,11
M84029,5,5
M84030,9,8
M84031,8,8
M84032,5,5
M84034,1,1
M84035,,
M84036,7,9
M84037,,
M84038,3,3
M84040,6,6
M84041,3,3
M84042,5,5
M84043,8,8
M84044,5,5
M84046,6,6
M84047,5,5
M84049,5,5
M84050,4,4
M84051,5,6
M84055,2,2
M84059,3,3
M84060,4,4
M84061,4,4
M84062,4,4
M84063,8,7
M84064,,
M84065,3,3
M84066,4,4
M84067,6,8
M84069,4,4
M84070,5,5
M84603,2,2
M84609,3,3
M84612,2,2
M84615,4,4
M84616,6,6
M84617,4,4
M84618,3,3
M84620,2,2
M84621,4,4
M84624,4,4
M84627,1,1
M84629,3,4
M85001,7,5
M85002,,
M85005,7,7
M85006,7,6
M85007,12,12
M85008,2,2
M85009,2,2
M85011,4,5
M85013,2,2
M85014,5,5
M85015,2,2
M85016,,
M85018,,
M85019,9,9
M85020,8,8
M85021,4,4
M85023,7,7
M85024,,
M85025,10,6
M85026,9,9
M85027,6,6
M85028,20,20
M85029,7,7
M85030,14,12
M85031,6,5
M85033,11,11
M85034,13,13
M85035,4,3
M85037,8,8
M85038,8,8
M85041,8,8
M85042,5,6
M85043,3,3
M85046,5,5
M85047,7,7
M85048,4,4
M85051,6,6
M85052,4,4
M85053,5,5
M85055,3,3
M85056,,
M85058,9,11
M85060,8,
M85061,6,6
M85062,4,4
M85063,27,25
M85064,2,2
M85065,5,5
M85066,3,2
M85068,6,7
M85069,21,20
M85070,9,10
M85071,,
M85072,4,4
M85074,6,6
M85075,,3
M85076,,
M85077,4,5
M85078,3,5
M85079,4,4
M85081,8,8
M85082,1,1
M85083,19,18
M85084,5,5
M85085,2,3
M85086,6,6
M85087,6,6
M85088,,13
M85092,5,5
M85094,1,1
M85097,1,1
M85098,5,5
M85100,7,7
M85103,5,5
M85105,3,3
M85107,2,2
M85108,5,3
M85110,2,2
M85113,3,3
M85115,2,2
M85116,4,4
M85117,,6
M85118,1,1
M85123,4,4
M85124,15,15
M85127,2,2
M85128,5,5
M85133,1,1
M85134,2,2
M85136,4,4
M85139,5,6
M85141,1,1
M85142,2,2
M85143,9,9
M85145,4,4
M85146,3,3
M85149,2,2
M85153,2,2
M85154,1,1
M85155,2,2
M85156,,
M85158,3,3
M85159,5,5
M85164,8,8
M85167,9,11
M85170,3,3
M85171,3,3
M85172,14,14
M85174,3,3
M85175,,
M85176,2,2
M85177,3,4
M85178,5,5
M85179,5,6
M85600,6,6
M85611,2,2
M85624,4,4
M85634,4,4
M85642,3,3
M85652,,
M85663,2,2
M85669,1,1
M85670,5,5
M85671,1,1
M85676,5,5
M85677,3,3
M85679,5,5
M85680,3,3
M85684,1,1
M85686,3,3
M85689,1,1
M85693,2,2
M85694,1,1
M85697,4,4
M85699,9,9
M85701,3,3
M85706,2,2
M85711,1,
M85713,3,3
M85715,7,7
M85716,2,2
M85717,3,3
M85721,2,2
M85722,2,2
M85730,1,1
M85732,1,1
M85733,5,5
M85735,5,5
M85736,5,4
M85739,3,3
M85741,7,7
M85746,3,3
M85749,1,1
M85753,2,2
M85756,4,4
M85757,4,4
M85759,5,3
M85766,3,3
M85770,2,2
M85774,4,4
M85776,1,1
M85778,5,5
M85779,3,3
M85781,3,3
M85782,,
M85783,4,4
M85792,2,2
M85794,1,1
M85797,,
M85801,1,1
M85803,9,9
M86001,5,5
M86002,3,3
M86003,9,9
M86004,8,9
M86005,2,2
M86006,6,6
M86007,3,3
M86008,4,4
M86009,12,13
M86010,9,9
M86012,,
M86013,3,3
M86014,12,10
M86015,9,9
M86016,5,5
M86017,7,8
M86018,8,8
M86019,3,4
M86020,,
M86021,4,5
M86022,1,1
M86023,4,4
M86026,3,3
M86027,6,8
M86028,3,3
M86029,8,8
M86030,3,3
M86032,11,10
M86033,6,6
M86034,6,6
M86035,,
M86037,2,4
M86038,3,4
M86039,,
M86040,2,2
M86041,1,1
M86044,3,3
M86045,9,6
M86046,4,4
M86048,2,3
M86605,1,1
M86610,1,1
M86612,1,1
M86613,1,1
M86617,,
M86622,4,4
M86624,5,4
M86627,3,3
M86633,2,2
M86638,3,4
M87001,3,3
M87002,2,2
M87003,10,10
M87005,8,8
M87006,8,8
M87007,8,8
M87008,6,6
M87009,11,11
M87010,6,6
M87011,,
M87012,4,4
M87013,7,7
M87014,6,6
M87015,6,5
M87016,3,3
M87017,3,3
M87018,4,4
M87019,4,4
M87020,7,7
M87021,,
M87023,8,5
M87024,14,15
M87025,6,6
M87026,1,2
M87027,1,1
M87028,4,4
M87030,3,3
M87034,3,3
M87036,6,4
M87037,,7
M87041,4,4
M87601,6,5
M87602,7,7
M87605,2,2
M87612,1,1
M87617,4,4
M87618,4,4
M87620,7,8
M87621,1,1
M87623,2,2
M87625,1,1
M87628,2,2
M87638,2,2
M88001,2,2
M88002,,
M88003,10,12
M88004,,9
M88005,,7
M88006,11,10
M88007,7,6
M88008,5,5
M88009,5,3
M88010,5,5
M88012,,10
M88013,8,8
M88014,3,3
M88015,3,3
M88016,2,2
M88018,13,13
M88019,2,2
M88020,10,10
M88021,4,4
M88022,2,2
M88023,4,4
M88024,2,2
M88026,2,2
M88030,3,3
M88031,1,1
M88032,,
M88035,5,13
M88036,1,1
M88038,10,12
M88040,2,2
M88041,2,2
M88042,1,1
M88043,4,4
M88044,1,1
M88600,3,3
M88610,7,7
M88612,3,3
M88616,2,2
M88618,1,1
M88619,7,6
M88620,1,1
M88623,1,1
M88624,,
M88625,2,2
M88626,2,2
M88627,1,1
M88628,2,2
M88629,2,2
M88630,6,6
M88633,2,2
M88635,2,2
M88637,4,4
M88639,2,3
M88640,1,1
M88643,2,2
M88645,5,5
M88646,1,1
M88647,2,2
M89001,4,3
M89002,1,1
M89003,46,44
M89004,4,4
M89005,4,4
M89007,4,3
M89008,6,8
M89009,5,5
M89010,8,8
M89012,6,6
M89013,2,2
M89015,,
M89016,8,6
M89017,13,13
M89019,9,9
M89021,5,5
M89024,,
M89026,6,6
M89027,3,3
M89028,9,9
M89030,4,4
M89601,5,5
M89602,2,2
M89608,3,3
M91003,8,10
M91004,7,7
M91006,2,2
M91007,6,6
M91008,4,4
M91009,4,4
M91010,5,5
M91011,5,5
M91013,4,2
M91014,1,2
M91015,10,10
M91016,5,5
M91017,6,6
M91018,2,2
M91019,8,8
M91020,4,4
M91021,3,3
M91022,2,1
M91024,1,1
M91025,1,1
M91026,2,3
M91028,2,3
M91029,4,3
M91032,4,4
M91033,4,4
M91034,3,3
M91036,3,4
M91602,,
M91604,2,3
M91609,3,5
M91611,1,1
M91612,3,3
M91613,1,1
M91614,3,3
M91616,6,6
M91619,3,3
M91621,5,5
M91623,1,1
M91624,3,3
M91625,2,2
M91626,3,3
M91628,2,2
M91629,4,4
M91637,2,2
M91639,2,2
M91640,2,4
M91641,3,3
M91642,2,2
M91643,4,4
M91647,3,3
M91650,5,5
M91654,1,1
M91655,2,
M91659,1,1
M91660,1,1
M92001,,
M92002,7,8
M92003,2,2
M92004,1,1
M92006,,
M92007,7,7
M92008,8,8
M92009,11,11
M92010,5,5
M92011,4,4
M92012,6,7
M92013,6,6
M92014,1,1
M92015,1,1
M92016,5,5
M92019,6,6
M92022,2,4
M92024,8,6
M92026,2,2
M92027,2,2
M92028,7,7
M92029,4,3
M92030,2,2
M92031,,
M92035,2,2
M92039,4,4
M92040,2,2
M92041,1,1
M92042,3,3
M92043,3,3
M92044,3,3
M92607,3,3
M92609,2,2
M92612,2,2
M92627,3,3
M92629,2,2
M92630,5,5
M92640,1,1
M92643,1,1
M92647,2,2
M92649,4,4
M92654,2,2
N81001,5,5
N81002,9,9
N81005,8,8
N81006,1,1
N81007,,
N81008,5,5
N81009,3,3
N81010,4,4
N81011,11,10
N81012,9,12
N81013,5,5
N81014,7,7
N81015,10,10
N81016,6,6
N81017,3,3
N81018,4,4
N81019,11,11
N81020,10,8
N81021,5,5
N81022,8,9
N81023,13,13
N81024,7,7
N81025,6,8
N81026,,8
N81027,7,7
N81028,3,3
N81029,9,9
N81030,9,9
N81031,5,4
N81032,18,17
N81033,,6
N81034,7,7
N81035,8,8
N81036,3,3
N81037,6,6
N81038,5,5
N81039,6,6
N81040,5,5
N81041,6,6
N81042,5,5
N81043,4,4
N81044,5,5
N81045,7,8
N81046,6,7
N81047,8,7
N81048,6,6
N81049,5,5
N81050,6,7
N81051,3,3
N81052,7,7
N81053,7,7
N81054,8,6
N81055,5,5
N81056,8,8
N81057,8,8
N81059,6,8
N81060,9,10
N81061,5,5
N81062,15,14
N81063,,
N81064,1,1
N81065,5,5
N81066,7,7
N81067,5,5
N81068,8,9
N81069,5,5
N81070,,
N81071,3,3
N81072,3,3
N81073,2,2
N81074,2,2
N81075,10,12
N81077,9,8
N81079,6,6
N81080,5,1
N81081,11,12
N81082,4,4
N81083,2,2
N81084,8,8
N81085,8,8
N81086,,6
N81087,15,15
N81088,10,10
N81089,6,6
N81090,7,7
N81091,,
N81092,9,9
N81093,1,1
N81094,6,6
N81095,5,5
N81096,5,5
N81097,2,2
N81100,7,7
N81101,7,7
N81102,3,3
N81107,3,3
N81108,5,5
N81109,4,3
N81111,,
N81112,6,6
N81113,4,4
N81114,9,9
N81115,5,5
N81117,10,10
N81118,5,5
N81119,2,2
N81120,4,4
N81121,5,5
N81122,7,7
N81123,2,2
N81125,4,4
N81127,4,4
N81607,2,2
N81614,5,5
N81618,5,5
N81619,2,2
N81623,1,1
N81624,8,8
N81626,3,3
N81628,4,5
N81632,3,4
N81637,2,2
N81642,2,2
N81645,2,1
N81651,2,2
N82001,4,4
N82002,3,3
N82003,3,4
N82004,2,2
N82009,5,5
N82011,9,9
N82014,5,5
N82018,8,8
N82019,3,3
N82022,9,9
N82024,8,8
N82026,6,6
N82033,7,7
N82034,,
N82035,10,9
N82036,1,3
N82037,8,8
N82039,,
N82041,2,10
N82046,,
N82048,4,4
N82049,5,5
N82050,2,2
N82051,4,1
N82052,3,3
N82053,15,14
N82054,6,7
N82058,5,5
N82059,3,3
N82060,1,1
N82062,6,6
N82065,1,1
N82066,9,9
N82067,3,3
N82070,9,7
N82073,7,7
N82074,7,7
N82076,4,4
N82077,1,2
N82078,2,1
N82079,6,6
N82081,4,4
N82082,3,3
N82083,8,7
N82084,5,5
N82086,2,2
N82087,3,3
N82089,1,1
N82090,7,7
N82091,2,2
N82092,7,6
N82093,3,3
N82094,6,8
N82095,3,3
N82097,6,6
N82099,6,6
N82100,4,4
N82101,3,3
N82103,2,2
N82104,3,3
N82106,3,3
N82107,1,1
N82108,8,8
N82109,2,2
N82110,6,6
N82113,1,1
N82115,12,12
N82116,4,5
N82117,29,29
N82617,,1
N82621,2,2
N82623,1,1
N82633,1,2
N82641,5,5
N82645,2,2
N82646,6,6
N82647,,
N82648,2,2
N82650,2,2
N82651,2,2
N82655,1,1
N82662,4,4
N82663,2,2
N82664,1,1
N82665,2,2
N82668,3,3
N82669,2,2
N82670,2,2
N82671,1,1
N82676,4,4
N82678,1,1
N83001,10,10
N83002,6,6
N83003,3,3
N83005,5,5
N83006,2,2
N83007,2,2
N83008,4,4
N83009,13,13
N83010,5,5
N83012,1,1
N83013,3,3
N83014,,
N83015,2,2
N83017,2,2
N83018,6,6
N83019,4,3
N83020,6,6
N83021,4,4
N83022,3,3
N83023,1,3
N83024,5,5
N83025,2,2
N83026,2,2
N83027,4,4
N83028,9,9
N83030,5,5
N83031,1,1
N83032,7,7
N83033,4,4
N83035,8,8
N83041,4,6
N83043,3,3
N83045,1,1
N83047,2,2
N83049,2,2
N83050,3,3
N83053,2,2
N83054,3,3
N83055,,
N83060,1,1
N83601,3,3
N83603,4,4
N83604,2,2
N83605,1,1
N83608,5,5
N83609,3,3
N83610,,1
N83611,3,3
N83614,3,3
N83619,1,
N83620,3,3
N83621,2,2
N83622,3,3
N83624,1,1
N83628,1,1
N83633,2,2
N83635,4,4
N83637,2,2
N84001,5,5
N84002,3,3
N84003,6,6
N84004,9,8
N84005,6,6
N84006,5,5
N84007,3,3
N84008,6,6
N84010,5,5
N84011,4,4
N84012,9,9
N84013,2,2
N84014,3,2
N84015,,
N84016,4,4
N84017,5,5
N84018,5,7
N84019,4,4
N84020,7,7
N84021,7,8
N84023,4,4
N84024,7,6
N84025,,
N84026,,
N84027,,
N84028,6,6
N84029,4,4
N84034,3,3
N84035,3,3
N84036,5,
N84037,2,2
N84038,4,4
N84041,3,3
N84043,3,3
N84605,2,2
N84611,5,7
N84613,4,4
N84614,2,2
N84615,,
N84617,3,3
N84618,4,4
N84621,2,2
N84624,5,5
N84625,5,5
N84626,4,4
N84627,1,1
N84630,1,1
N85001,,
N85002,14,14
N85003,3,3
N85005,9,9
N85006,1,1
N85007,8,8
N85008,8,
N85009,4,4
N85012,10,14
N85013,6,6
N85014,2,2
N85015,5,5
N85016,,
N85017,6,6
N85018,1,1
N85019,7,7
N85020,10,11
N85021,3,3
N85022,3,3
N85023,7,7
N85024,4,7
N85025,5,5
N85027,3,3
N85028,2,2
N85031,4,4
N85032,4,4
N85034,6,6
N85037,4,4
N85038,4,4
N85040,6,6
N85044,14,13
N85046,3,3
N85047,5,5
N85048,5,5
N85051,6,6
N85052,3,3
N85053,3,3
N85054,4,4
N85057,2,2
N85058,4,4
N85059,4,4
N85616,3,3
N85617,8,8
N85619,3,3
N85620,7,7
N85625,1,1
N85629,4,4
N85633,2,2
N85634,2,2
N85640,5,5
N85643,,1
N85648,,5
P81002,9,30
P81003,7,6
P81004,3,4
P81005,7,7
P81006,7,7
P81008,4,4
P81010,3,3
P81011,12,
P81013,12,12
P81014,4,5
P81015,6,6
P81016,6,6
P81017,10,10
P81018,4,4
P81020,5,5
P81022,5,5
P81025,5,6
P81027,12,11
P81028,2,2
P81029,15,15
P81031,3,4
P81032,7,7
P81033,5,5
P81035,1,1
P81036,9,9
P81037,5,5
P81038,4,4
P81039,3,3
P81040,8,8
P81041,3,3
P81042,3,3
P81043,4,5
P81044,8,8
P81045,2,2
P81046,4,4
P81047,6,6
P81051,9,9
P81053,6,6
P81054,6,6
P81055,5,5
P81056,8,
P81057,2,2
P81058,6,5
P81059,5,5
P81061,3,3
P81062,6,6
P81063,6,6
P81064,10,
P81065,8,10
P81066,2,2
P81067,7,6
P81069,8,8
P81070,8,8
P81071,5,5
P81072,5,7
P81073,4,4
P81074,10,10
P81076,7,7
P81077,8,8
P81078,7,7
P81079,7,7
P81081,3,3
P81082,5,5
P81083,5,5
P81084,4,4
P81085,,
P81086,4,4
P81087,6,7
P81088,5,5
P81089,6,6
P81091,6,6
P81092,5,5
P81093,1,1
P81095,4,
P81096,9,10
P81099,3,3
P81100,12,12
P81103,8,8
P81104,3,3
P81107,5,5
P81112,6,6
P81113,5,5
P81115,10,9
P81117,1,1
P81118,5,5
P81119,2,2
P81121,1,1
P81123,18,18
P81125,8,8
P81127,2,1
P81128,,
P81129,4,6
P81130,7,7
P81132,6,6
P81133,5,5
P81134,3,
P81136,2,2
P81137,3,3
P81138,2,2
P81140,6,6
P81143,2,5
P81146,4,4
P81147,1,1
P81149,2,2
P81150,,
P81152,3,4
P81154,4,4
P81155,3,4
P81157,,
P81159,,5
P81160,,
P81163,1,1
P81165,2,2
P81166,1,1
P81167,3,3
P81169,4,4
P81170,2,2
P81171,2,2
P81172,6,5
P81173,2,2
P81177,1,1
P81179,3,3
P81180,2,2
P81181,2,2
P81182,4,3
P81184,6,6
P81185,6,6
P81186,,1
P81190,5,5
P81191,,
P81196,5,5
P81197,2,2
P81201,3,3
P81204,3,3
P81208,6,6
P81210,4,5
P81212,,
P81213,7,7
P81214,2,2
P81215,4,4
P81218,3,5
P81607,3,3
P81620,2,2
P81622,1,1
P81633,3,3
P81642,1,1
P81643,,1
P81646,2,2
P81647,2,2
P81655,1,1
P81659,2,3
P81664,8,8
P81667,2,2
P81668,3,3
P81674,4,4
P81681,1,1
P81683,6,6
P81684,2,2
P81685,,
P81686,1,1
P81687,1,1
P81689,,2
P81690,1,1
P81692,4,4
P81694,1,1
P81695,3,3
P81699,1,1
P81700,11,11
P81701,3,3
P81704,2,2
P81707,3,4
P81709,4,4
P81710,6,6
P81711,1,1
P81712,1,1
P81713,,
P81714,4,4
P81721,1,1
P81724,2,2
P81726,,
P81727,1,1
P81730,4,5
P81731,1,1
P81732,4,4
P81733,1,1
P81734,14,16
P81735,1,1
P81736,2,2
P81737,1,1
P81738,2,2
P81740,2,2
P81741,1,1
P81742,2,1
P81748,4,4
P81749,1,1
P81750,1,1
P81755,3,3
P81756,3,
P81757,2,2
P81758,1,1
P81760,,
P81763,1,1
P81769,1,1
P81770,1,1
P81771,1,1
P81774,,
P81778,2,1
P81780,3,3
P81785,4,4
P82001,6,7
P82002,4,4
P82003,7,7
P82004,,4
P82005,5,5
P82006,3,3
P82007,11,12
P82008,12,14
P82009,5,5
P82010,4,3
P82011,5,5
P82012,5,5
P82013,3,3
P82014,4,4
P82015,13,13
P82016,11,11
P82018,4,4
P82020,2,3
P82021,11,12
P82022,5,4
P82023,6,6
P82025,3,3
P82029,7,7
P82030,3,3
P82031,14,15
P82033,1,1
P82034,3,3
P82036,2,2
P82037,3,3
P82607,1,1
P82609,1,1
P82613,3,3
P82616,3,3
P82624,2,2
P82625,2,2
P82626,4,3
P82627,4,4
P82629,3,3
P82633,1,1
P82634,2,2
P82640,2,2
P82643,5,5
P82652,2,2
P82660,2,2
P83001,6,6
P83004,6,6
P83005,2,2
P83006,5,5
P83007,,
P83008,5,5
P83009,4,4
P83010,2,2
P83011,8,
P83012,8,8
P83015,4,4
P83017,1,1
P83019,3,3
P83020,3,3
P83021,5,6
P83023,6,6
P83024,3,3
P83025,5,5
P83027,1,1
P83029,5,5
P83603,4,3
P83605,,
P83608,,
P83609,3,3
P83611,1,1
P83612,1,1
P83620,2,2
P83621,3,3
P83623,4,4
P84004,4,4
P84005,5,5
P84009,5,5
P84010,8,8
P84012,3,3
P84014,3,3
P84016,4,4
P84017,7,7
P84018,2,2
P84019,6,6
P84020,8,8
P84021,4,6
P84022,1,1
P84023,5,7
P84024,5,
P84025,4,4
P84026,4,4
P84027,6,7
P84028,,
P84029,,
P84030,8,8
P84032,2,2
P84033,3,3
P84034,9,7
P84035,8,8
P84037,6,6
P84038,5,5
P84039,5,5
P84040,2,2
P84041,3,3
P84042,,
P84043,6,6
P84045,3,3
P84046,6,6
P84047,2,2
P84048,6,6
P84049,6,6
P84050,,
P84051,3,3
P84052,6,6
P84053,5,5
P84054,5,5
P84055,1,1
P84056,4,4
P84059,3,3
P84061,,
P84062,1,1
P84064,2,2
P84065,2,3
P84066,3,3
P84067,4,4
P84068,9,9
P84070,3,3
P84071,1,1
P84072,14,14
P84074,6,6
P84605,1,1
P84611,4,4
P84616,6,6
P84623,,
P84626,3,3
P84630,10,11
P84631,4,3
P84635,3,3
P84637,1,1
P84639,3,3
P84640,,
P84644,3,3
P84645,4,4
P84650,5,5
P84651,3,3
P84652,5,5
P84663,4,4
P84665,,
P84669,6,6
P84672,1,1
P84673,8,8
P84678,6,7
P84679,1,1
P84682,1,1
P84683,3,3
P84684,1,1
P84689,,
P84690,3,3
P85001,2,5
P85002,3,3
P85003,2,2
P85004,3,3
P85005,,
P85006,3,3
P85007,2,2
P85008,6,6
P85010,1,1
P85011,8,8
P85012,2,2
P85013,10,9
P85014,3,3
P85015,3,3
P85016,9,9
P85017,5,6
P85018,2,2
P85019,,
P85020,4,4
P85021,6,6
P85022,3,3
P85025,2,2
P85026,,
P85028,8,6
P85601,2,2
P85602,2,1
P85605,2,2
P85606,2,2
P85607,1,1
P85608,1,1
P85610,,
P85612,,
P85613,,
P85614,,1
P85615,4,4
P85620,,
P85621,5,4
P85622,3,3
P86001,4,4
P86002,1,1
P86003,6,6
P86004,7,7
P86005,3,3
P86006,8,8
P86007,1,1
P86008,8,7
P86009,6,7
P86010,4,4
P86011,6,6
P86012,6,6
P86013,1,1
P86014,4,4
P86015,2,2
P86016,6,6
P86017,2,2
P86018,6,6
P86019,7,7
P86021,4,4
P86022,7,7
P86023,3,6
P86026,5,5
P86602,,
P86605,1,1
P86606,2,3
P86608,3,3
P86609,,
P86614,1,1
P86619,3,3
P86620,3,3
P86624,4,4
P87002,9,10
P87003,3,3
P87004,2,2
P87008,5,5
P87014,3,3
P87015,2,2
P87016,8,8
P87017,4,4
P87019,7,7
P87020,,
P87022,1,1
P87024,6,6
P87025,,6
P87026,6,6
P87027,8,8
P87028,4,4
P87032,3,3
P87035,6,6
P87036,2,2
P87039,3,3
P87040,4,4
P87610,3,5
P87613,1,1
P87618,3,3
P87620,4,4
P87624,4,4
P87625,3,3
P87627,1,1
P87630,2,2
P87634,8,8
P87639,2,2
P87648,3,3
P87649,3,3
P87651,1,1
P87652,3,3
P87654,4,4
P87657,3,3
P87658,1,1
P87659,,4
P87660,3,3
P87661,1,1
P88002,5,6
P88003,6,6
P88005,6,6
P88006,1,1
P88007,7,7
P88008,5,5
P88009,1,1
P88011,8,7
P88012,7,7
P88013,6,6
P88014,2,6
P88015,4,4
P88016,11,11
P88017,4,5
P88018,6,6
P88019,2,2
P88020,14,14
P88021,6,7
P88023,5,5
P88024,5,5
P88025,8,7
P88026,6,3
P88028,3,3
P88031,7,8
P88034,3,3
P88041,3,3
P88042,6,6
P88043,12,13
P88044,2,2
P88600,1,1
P88604,3,3
P88606,3,3
P88607,2,2
P88610,4,3
P88615,1,1
P88617,4,4
P88618,,
P88623,3,3
P88624,2,2
P88625,4,4
P88632,12,14
P89002,6,6
P89003,6,6
P89004,4,4
P89005,5,5
P89006,1,1
P89007,3,3
P89008,4,4
P89010,5,6
P89011,4,4
P89012,4,4
P89013,2,2
P89014,7,7
P89015,4,8
P89016,7,7
P89017,3,3
P89018,5,5
P89019,4,
P89020,4,4
P89021,9,7
P89022,2,1
P89023,3,3
P89025,2,6
P89026,4,4
P89029,3,3
P89030,2,2
P89033,1,1
P89602,3,3
P89609,3,3
P89612,1,1
P89613,1,1
P89618,2,2
P91003,3,3
P91004,5,5
P91006,7,7
P91007,,
P91008,6,4
P91009,9,9
P91011,5,5
P91012,4,4
P91013,7,7
P91014,13,13
P91016,5,5
P91017,6,6
P91018,8,8
P91019,,2
P91020,4,4
P91021,9,8
P91026,4,4
P91029,2,2
P91032,2,2
P91035,6,5
P91603,6,6
P91604,9,9
P91615,4,4
P91617,1,1
P91619,,
P91623,4,4
P91625,3,3
P91627,2,2
P91629,4,4
P91631,2,2
P91633,4,4
P92001,3,3
P92002,3,3
P92003,7,7
P92004,5,5
P92005,2,2
P92006,4,4
P92007,7,7
P92008,8,8
P92010,8,8
P92011,5,5
P92012,4,4
P92014,7,7
P92015,5,5
P92016,10,10
P92017,9,9
P92019,4,4
P92020,2,2
P92021,4,4
P92023,4,4
P92024,4,4
P92026,4,4
P92028,4,4
P92029,1,1
P92030,2,2
P92031,2,2
P92033,3,3
P92034,5,5
P92035,2,2
P92038,1,1
P92041,6,6
P92042,2,2
P92602,1,1
P92605,2,2
P92607,4,4
P92615,1,1
P92616,,
P92619,,1
P92620,2,2
P92621,2,2
P92623,1,1
P92626,3,3
P92630,1,1
P92633,2,2
P92634,1,2
P92635,2,2
P92637,1,1
P92639,2,2
P92642,5,5
P92646,2,2
P92647,2,2
P92648,1,1
P92651,2,2
P92652,2,2
P92653,5,5
Y00020,7,7
Y00025,,
Y00026,3,3
Y00028,1,1
Y00033,1,1
Y00050,1,1
Y00056,4,4
Y00057,3,3
Y00058,8,7
Y00060,,
Y00075,3,3
Y00078,4,4
Y00080,4,4
Y00090,4,4
Y00092,1,1
Y00105,1,1
Y00110,2,2
Y00137,5,5
Y00140,3,3
Y00151,3,4
Y00155,4,4
Y00159,17,20
Y00164,4,
Y00184,3,3
Y00185,13,11
Y00186,1,2
Y00189,,
Y00198,7,
Y00200,4,4
Y00206,3,3
Y00212,2,2
Y00228,2,2
Y00243,5,6
Y00252,1,1
Y00260,2,4
Y00265,3,3
Y00268,3,3
Y00278,2,2
Y00280,4,4
Y00286,1,1
Y00293,4,4
Y00297,3,3
Y00312,3,3
Y00316,4,4
Y00328,2,2
Y00344,3,3
Y00347,2,2
Y00351,8,8
Y00352,2,2
Y00399,2,2
Y00403,4,4
Y00411,6,6
Y00412,2,2
