month,pct,enteric_coated,total_aspirin
2014-12-01,02D,634,5814
2014-12-01,15M,6128,44448
2014-12-01,00L,2937,19544
2014-12-01,08K,1009,9939
2014-12-01,08V,1016,10793
2014-12-01,07W,3052,16231
2014-12-01,06V,1385,13292
2014-12-01,04D,4625,14345
2014-12-01,06W,356,7502
2014-12-01,08W,1232,7744
2014-12-01,02P,5303,19475
2014-12-01,03M,1502,7752
2014-12-01,04Q,2837,9485
2014-12-01,03N,4245,32442
2014-12-01,14Y,2594,19246
2014-12-01,05J,953,6302
2014-12-01,03W,3213,15581
2014-12-01,09A,1286,4774
2014-12-01,11J,5230,39294
2014-12-01,10G,0,0
2014-12-01,15E,8251,47568
2014-12-01,08D,1000,8765
2014-12-01,12D,3147,10787
2014-12-01,03J,2217,10440
2014-12-01,08Y,853,5096
2014-12-01,05N,3474,14416
2014-12-01,08X,2017,10929
2014-12-01,03V,280,3490
2014-12-01,04N,1625,6373
2014-12-01,05F,1295,8594
2014-12-01,07Q,1859,10019
2014-12-01,01J,1213,10608
2014-12-01,11N,5852,31945
2014-12-01,07H,2506,13320
2014-12-01,07V,1682,13026
2014-12-01,06K,6734,27274
2014-12-01,02Q,1434,6165
2014-12-01,00Y,2656,10705
2014-12-01,02F,1267,10999
2014-12-01,09G,4329,24589
2014-12-01,08G,1872,10767
2014-12-01,04H,1875,7293
2014-12-01,08R,1322,6778
2014-12-01,03R,3885,19825
2014-12-01,99N,4333,21012
2014-12-01,00N,1511,11252
2014-12-01,99M,1330,6204
2014-12-01,05G,3843,11365
2014-12-01,00J,2997,16249
2014-12-01,06L,3284,19499
2014-12-01,09P,1145,9755
2014-12-01,01C,834,10448
2014-12-01,01R,1071,7877
2014-12-01,00T,2276,13973
2014-12-01,08F,1117,11394
2014-12-01,99F,1105,7205
2014-12-01,15F,13111,42048
2014-12-01,03Q,2966,15021
2014-12-01,09E,1090,7707
2014-12-01,10X,428,6747
2014-12-01,00P,1846,24808
2014-12-01,00Q,2800,9176
2014-12-01,07Y,1515,10416
2014-12-01,15N,4774,59840
2014-12-01,99H,2482,9219
2014-12-01,15C,8061,38296
2014-12-01,07R,138,3961
2014-12-01,10K,767,7483
2014-12-01,14L,2996,25086
2014-12-01,06Q,2154,18532
2014-12-01,04K,2079,11618
2014-12-01,02W,2068,6401
2014-12-01,10J,877,7373
2014-12-01,99C,2381,14338
2014-12-01,04G,4165,34764
2014-12-01,07L,727,7227
2014-12-01,02N,1527,7489
2014-12-01,07J,2292,11682
2014-12-01,10Q,3532,24986
2014-12-01,03H,2136,9582
2014-12-01,09L,1117,5667
2014-12-01,00C,1227,6422
2014-12-01,01X,990,10662
2014-12-01,01E,5604,11394
2014-12-01,03D,2456,8964
2014-12-01,00K,1456,15010
2014-12-01,05A,2083,21234
2014-12-01,08A,1590,10187
2014-12-01,04E,3313,13023
2014-12-01,99K,1198,7162
2014-12-01,01V,642,7270
2014-12-01,07N,747,9167
2014-12-01,09X,1018,6687
2014-12-01,01G,2543,15689
2014-12-01,05T,3678,15593
2014-12-01,03L,2324,15721
2014-12-01,05Q,1554,11225
2014-12-01,01F,844,7014
2014-12-01,01H,2745,22600
2014-12-01,11M,4300,31794
2014-12-01,99J,3592,22608
2014-12-01,11E,1125,9581
2014-12-01,10C,436,2719
2014-12-01,11X,2449,26166
2014-12-01,05R,2273,13133
2014-12-01,07P,1384,12629
2014-12-01,02Y,3733,18594
2014-12-01,01Y,1446,12727
2014-12-01,08Q,1300,8553
2014-12-01,06F,2968,18605
2014-12-01,12F,1394,15963
2014-12-01,05W,5620,15672
2014-12-01,10V,1190,8937
2014-12-01,99A,3994,24783
2014-12-01,10T,0,0
2014-12-01,99D,3419,13449
2014-12-01,01T,723,8877
2014-12-01,00D,5845,24466
2014-12-01,02E,743,9344
2014-12-01,09C,428,4819
2014-12-01,09D,1423,9867
2014-12-01,08M,412,14897
2014-12-01,05C,2533,14058
2014-12-01,03A,1761,11050
2014-12-01,06P,1349,6450
2014-12-01,11A,2817,20252
2014-12-01,08H,713,4190
2014-12-01,04Y,1760,6923
2014-12-01,13T,4408,31318
2014-12-01,06N,5135,20425
2014-12-01,06T,3507,19867
2014-12-01,04L,1712,6333
2014-12-01,15A,788,16525
2014-12-01,15D,4054,15043
2014-12-01,05X,1297,5966
2014-12-01,02X,4019,18858
2014-12-01,05V,2668,7277
2014-12-01,04V,3479,17835
2014-12-01,10D,490,3730
2014-12-01,01A,5718,21228
2014-12-01,06M,1271,10809
2014-12-01,07T,809,5685
2014-12-01,04M,894,4175
2014-12-01,03T,4795,19249
2014-12-01,06Y,1150,12489
2014-12-01,09H,777,4638
2014-12-01,03K,3178,10732
2014-12-01,08N,2005,9537
2014-12-01,08T,930,7241
2014-12-01,05Y,2838,11497
2014-12-01,05D,2871,7690
2014-12-01,10E,709,7294
2014-12-01,09Y,2103,9436
2014-12-01,00M,5383,18245
2014-12-01,02A,2528,13517
2014-12-01,03F,2118,15573
2014-12-01,08E,1526,11571
2014-12-01,99E,2278,9812
2014-12-01,07M,2085,11130
2014-12-01,03E,1367,7666
2014-12-01,04C,3068,16063
2014-12-01,08P,1151,7706
2014-12-01,00V,1439,9048
2014-12-01,99G,780,5655
2014-12-01,05L,4264,20688
2014-12-01,00R,5372,14515
2014-12-01,02H,4831,15904
2014-12-01,02M,3855,13090
2014-12-01,08L,988,6294
2014-12-01,02R,4385,15443
2014-12-01,06H,5526,41642
2014-12-01,10L,856,8488
2014-12-01,07G,910,6929
2014-12-01,10A,1140,8398
2014-12-01,07K,2875,14292
2014-12-01,08C,1246,5317
2015-01-01,10E,612,6529
2015-01-01,12D,2796,9697
2015-01-01,06N,4883,19284
2015-01-01,99G,752,5271
2015-01-01,02N,1425,7058
2015-01-01,09H,761,4452
2015-01-01,05Y,2692,10767
2015-01-01,99M,1230,5746
2015-01-01,10R,532,7404
2015-01-01,05L,4057,19681
2015-01-01,10V,1081,8251
2015-01-01,14L,2635,22932
2015-01-01,04E,3115,12351
2015-01-01,02W,1836,5933
2015-01-01,07L,684,6704
2015-01-01,08C,1248,5283
2015-01-01,14Y,2308,17218
2015-01-01,10X,385,6350
2015-01-01,04C,2831,14730
2015-01-01,01G,2224,14193
2015-01-01,05C,2284,13142
2015-01-01,01J,1140,9913
2015-01-01,09J,2579,10183
2015-01-01,11N,5362,29808
2015-01-01,08A,1556,9697
2015-01-01,08N,1965,9061
2015-01-01,03Q,2755,13592
2015-01-01,09X,956,6331
2015-01-01,04F,1119,6086
2015-01-01,06W,357,7159
2015-01-01,09Y,1956,8884
2015-01-01,03L,2111,14622
2015-01-01,06F,2756,17190
2015-01-01,08J,649,5675
2015-01-01,06T,3359,18855
2015-01-01,02R,4031,14201
2015-01-01,08X,1956,10482
2015-01-01,15A,669,15064
2015-01-01,99H,2237,8552
2015-01-01,99C,2148,12640
2015-01-01,01F,750,6242
2015-01-01,10C,426,2558
2015-01-01,02M,3326,11529
2015-01-01,03T,4470,18072
2015-01-01,11J,4865,36652
2015-01-01,07G,856,6251
2015-01-01,09A,1222,4694
2015-01-01,01H,2414,20275
2015-01-01,02T,1465,10259
2015-01-01,05G,3360,10172
2015-01-01,10T,0,0
2015-01-01,13T,3932,28521
2015-01-01,09P,1041,9139
2015-01-01,02Q,1291,5669
2015-01-01,05D,2611,6892
2015-01-01,99K,1290,7145
2015-01-01,05A,1997,19316
2015-01-01,11X,2187,23585
2015-01-01,08M,468,14892
2015-01-01,07K,2667,13162
2015-01-01,06Y,1005,11474
2015-01-01,01D,1900,9091
2015-01-01,05V,2525,6672
2015-01-01,10G,0,0
2015-01-01,09D,1478,9760
2015-01-01,08Q,1267,8292
2015-01-01,01A,5096,19012
2015-01-01,09F,700,9100
2015-01-01,01K,4092,18291
2015-01-01,08K,907,9276
2015-01-01,04Q,2581,8659
2015-01-01,04D,4298,13134
2015-01-01,08L,891,5995
2015-01-01,00Y,2383,10026
2015-01-01,04L,1519,5805
2015-01-01,00V,1308,7999
2015-01-01,00P,1759,23682
2015-01-01,08Y,819,5005
2015-01-01,07T,750,5652
2015-01-01,01V,616,6482
2015-01-01,00D,5308,22441
2015-01-01,03E,1262,7101
2015-01-01,01T,642,8029
2015-01-01,15D,3886,14149
2015-01-01,06M,1190,10061
2015-01-01,06H,5127,39183
2015-01-01,05T,3372,14214
2015-01-01,00L,2532,17114
2015-01-01,09G,3994,22539
2015-01-01,10K,703,6683
2015-01-01,08H,681,4119
2015-01-01,99E,1995,8878
2015-01-01,06Q,2010,17533
2015-01-01,08F,1061,10520
2015-01-01,02D,582,5344
2015-01-01,04M,893,3852
2015-01-01,06D,658,4882
2015-01-01,03R,3422,17861
2015-01-01,06K,6305,25479
2015-01-01,02G,1260,5204
2015-01-01,00X,2815,8988
2015-01-01,05N,3054,12989
2015-01-01,10Q,3254,23823
2015-01-01,03J,2137,9806
2015-01-01,07H,2303,12268
2015-01-01,07X,2561,11971
2015-01-01,09C,389,4533
2015-01-01,10J,747,6555
2015-01-01,11A,2608,18866
2015-01-01,07R,113,3752
2015-01-01,07W,2956,15812
2015-01-01,00C,1124,5567
2015-01-01,02F,1113,9684
2015-01-01,04N,1440,5522
2015-01-01,02X,3538,16644
2015-01-01,00J,2769,15501
2015-01-01,15N,4390,55091
2015-01-01,08R,1359,6722
2015-01-01,04H,1834,7028
2015-01-01,01C,766,9259
2015-01-01,10A,1084,7876
2015-01-01,00R,4712,12698
2015-01-01,05R,2109,11908
2015-01-01,01X,869,9493
2015-01-01,00K,1333,14240
2015-01-01,10L,821,8244
2015-01-01,08P,1057,7360
2015-01-01,02P,4827,17629
2015-01-01,05J,872,5498
2015-01-01,04K,2033,11079
2015-01-01,05Q,1474,10502
2015-01-01,09L,1019,5291
2015-01-01,99F,998,6472
2015-01-01,01Y,1386,12036
2015-01-01,06V,1210,11702
2015-01-01,07P,1276,12004
2015-01-01,05X,1130,5224
2015-01-01,02A,2304,12255
2015-01-01,01R,923,6862
2015-01-01,99A,3512,22689
2015-01-01,03W,2899,13863
2015-01-01,05F,1092,7689
2015-01-01,08E,1504,11162
2015-01-01,03H,1943,8655
2015-01-01,11E,1005,8531
2015-01-01,09W,1120,9306
2015-01-01,11M,3926,29075
2015-01-01,15C,7426,35165
2015-01-01,07J,2114,10650
2015-01-01,04V,3190,16331
2015-01-01,15M,5521,40728
2015-01-01,04Y,1727,6683
2015-01-01,99D,3124,12128
2015-01-01,07Y,1438,9920
2015-01-01,15F,11950,38860
2015-01-01,08G,1729,10182
2015-01-01,01W,1802,14379
2015-01-01,00N,1261,9859
2015-01-01,09E,1030,7251
2015-01-01,06L,3079,18291
2015-01-01,08D,902,8345
2015-01-01,01E,5100,10371
2015-01-01,02H,4352,14574
2015-01-01,04G,3816,31631
2015-01-01,00Q,2506,8299
2015-01-01,09N,1655,6218
2015-01-01,03N,3724,29355
2015-01-01,06P,1312,6165
2015-01-01,08V,988,10100
2015-01-01,00M,4785,16171
2015-01-01,05W,5042,14243
2015-01-01,02Y,3359,17102
2015-01-01,07N,657,7983
2015-01-01,06A,2649,13137
2015-01-01,99J,3413,21366
2015-01-01,07V,1558,12467
2015-01-01,02E,645,8217
2015-01-01,03V,246,3192
2015-01-01,03K,2914,10055
2015-01-01,15E,7718,44480
2015-01-01,08T,830,6934
2015-01-01,10D,431,3574
2015-01-01,03D,2205,8211
2015-01-01,03F,1962,14587
2015-01-01,07M,2009,10694
2015-01-01,12F,1236,14611
2015-01-01,03A,1706,10186
2015-01-01,07Q,1811,9241
2015-01-01,99N,4069,20181
2015-01-01,05H,1677,11122
2015-01-01,00T,2053,12816
2015-01-01,08W,1119,6979
2015-01-01,03M,1304,7032
2015-02-01,07L,577,6062
2015-02-01,08W,1019,6615
2015-02-01,10T,0,0
2015-02-01,02Y,3028,15565
2015-02-01,01Y,1252,10996
2015-02-01,08H,594,3758
2015-02-01,06P,1130,5518
2015-02-01,07K,2424,11960
2015-02-01,00Q,2336,7723
2015-02-01,01G,2079,13210
2015-02-01,00R,4532,12064
2015-02-01,08Y,792,4371
2015-02-01,07G,782,6127
2015-02-01,10J,756,6377
2015-02-01,08D,824,7744
2015-02-01,99G,680,4896
2015-02-01,04N,1383,5147
2015-02-01,03A,1536,9446
2015-02-01,02T,1353,9666
2015-02-01,14Y,2145,16002
2015-02-01,10V,994,7635
2015-02-01,01T,585,7346
2015-02-01,10K,611,6089
2015-02-01,08P,963,6473
2015-02-01,05L,3665,18029
2015-02-01,02Q,1197,5267
2015-02-01,08G,1561,9039
2015-02-01,99E,1853,8343
2015-02-01,01C,681,8634
2015-02-01,00C,1013,5210
2015-02-01,06Y,873,10446
2015-02-01,10A,974,7149
2015-02-01,07H,2166,11395
2015-02-01,09D,1201,8611
2015-02-01,04D,3850,11881
2015-02-01,02M,3120,10835
2015-02-01,09A,1120,4263
2015-02-01,06K,5954,23856
2015-02-01,01X,851,9052
2015-02-01,07X,2409,10799
2015-02-01,03T,4091,16635
2015-02-01,08E,1297,10067
2015-02-01,09F,654,8218
2015-02-01,00J,2553,14219
2015-02-01,07R,107,3573
2015-02-01,13T,3677,26222
2015-02-01,07T,676,5136
2015-02-01,10R,521,6519
2015-02-01,11X,2026,21622
2015-02-01,09G,3571,20447
2015-02-01,07Q,1540,8325
2015-02-01,04K,1815,9990
2015-02-01,09L,997,4854
2015-02-01,05D,2410,6483
2015-02-01,01K,3871,17607
2015-02-01,08F,932,9404
2015-02-01,15N,4078,50025
2015-02-01,10L,736,7076
2015-02-01,01V,552,5977
2015-02-01,07Y,1386,9216
2015-02-01,10E,568,5810
2015-02-01,05T,3095,13473
2015-02-01,99M,1100,5253
2015-02-01,08C,1113,4672
2015-02-01,03N,3683,28016
2015-02-01,02R,3715,13076
2015-02-01,01D,1771,8393
2015-02-01,06A,2447,11933
2015-02-01,11M,3694,27241
2015-02-01,10G,0,0
2015-02-01,04V,2871,15160
2015-02-01,05V,2196,6120
2015-02-01,01E,4636,9510
2015-02-01,08L,821,5621
2015-02-01,15D,3554,13029
2015-02-01,15F,11222,35953
2015-02-01,00V,1193,7590
2015-02-01,03D,2041,7584
2015-02-01,08J,572,5193
2015-02-01,00K,1271,13035
2015-02-01,05R,1822,10740
2015-02-01,03J,1799,8638
2015-02-01,02D,466,4629
2015-02-01,00T,1919,11719
2015-02-01,09Y,1774,8076
2015-02-01,06W,318,6590
2015-02-01,04L,1446,5401
2015-02-01,99A,3309,20896
2015-02-01,04E,2871,11122
2015-02-01,09P,996,8244
2015-02-01,05A,1788,17738
2015-02-01,02A,2169,11625
2015-02-01,02P,4565,16583
2015-02-01,10C,382,2291
2015-02-01,99F,900,6098
2015-02-01,08N,1712,8099
2015-02-01,09E,935,6587
2015-02-01,02X,3323,15714
2015-02-01,03R,3199,16779
2015-02-01,03V,218,2974
2015-02-01,03K,2742,9282
2015-02-01,05W,4710,13238
2015-02-01,02W,1834,5709
2015-02-01,06H,4598,35544
2015-02-01,06Q,1814,15689
2015-02-01,02G,1079,4529
2015-02-01,09N,1504,5680
2015-02-01,99C,2051,12293
2015-02-01,09H,684,3927
2015-02-01,07J,1962,9938
2015-02-01,01R,825,6005
2015-02-01,04C,2544,13417
2015-02-01,07V,1461,11369
2015-02-01,04G,3547,29227
2015-02-01,02E,667,7917
2015-02-01,06L,2806,16375
2015-02-01,99D,2849,11099
2015-02-01,04F,1022,5728
2015-02-01,03L,1885,13087
2015-02-01,08X,1819,9489
2015-02-01,10D,441,3323
2015-02-01,03Q,2484,12596
2015-02-01,06M,1084,9068
2015-02-01,06D,669,4541
2015-02-01,01H,2248,18834
2015-02-01,08V,895,9479
2015-02-01,06F,2488,15587
2015-02-01,99N,3655,18544
2015-02-01,10X,356,5887
2015-02-01,12D,2599,9004
2015-02-01,05C,2110,11926
2015-02-01,11E,995,8327
2015-02-01,00Y,2229,9199
2015-02-01,07N,676,7645
2015-02-01,11A,2508,17300
2015-02-01,10Q,3120,22200
2015-02-01,06N,4306,17531
2015-02-01,05X,1108,4952
2015-02-01,00L,2473,16553
2015-02-01,05F,1013,6965
2015-02-01,14L,2499,21477
2015-02-01,08T,750,6189
2015-02-01,11J,4400,33211
2015-02-01,15M,4984,37101
2015-02-01,99H,1997,7766
2015-02-01,04H,1707,6407
2015-02-01,99K,1131,6398
2015-02-01,01A,4830,17962
2015-02-01,08Q,1101,7683
2015-02-01,05J,777,5042
2015-02-01,01F,677,5802
2015-02-01,06T,3003,16709
2015-02-01,02N,1336,6484
2015-02-01,02H,4042,13551
2015-02-01,05Y,2501,10041
2015-02-01,04M,769,3445
2015-02-01,03E,1096,6338
2015-02-01,07M,1841,9704
2015-02-01,02F,1066,9214
2015-02-01,09C,367,4001
2015-02-01,01W,1749,13679
2015-02-01,07P,1200,10894
2015-02-01,08R,1146,5780
2015-02-01,09W,1069,8377
2015-02-01,01J,1049,8894
2015-02-01,00X,2554,8256
2015-02-01,00D,4908,20245
2015-02-01,05G,3506,9931
2015-02-01,08M,426,13156
2015-02-01,09X,870,5687
2015-02-01,05H,1510,10070
2015-02-01,08K,838,8781
2015-02-01,09J,2384,9241
2015-02-01,08A,1320,8542
2015-02-01,00M,4430,15282
2015-02-01,03W,2683,13022
2015-02-01,99J,3056,19361
2015-02-01,00P,1584,21305
2015-02-01,00N,1233,9524
2015-02-01,12F,1163,13600
2015-02-01,03M,1263,6561
2015-02-01,06V,1149,11230
2015-02-01,05Q,1265,9236
2015-02-01,11N,4884,27008
2015-02-01,07W,2635,14194
2015-02-01,15C,6766,32739
2015-02-01,04Q,2315,7881
2015-02-01,05N,2900,12148
2015-02-01,03H,1773,7859
2015-02-01,03F,1856,13432
2015-02-01,15A,669,14177
2015-02-01,15E,7050,41264
2015-02-01,04Y,1496,5957
2015-03-01,10V,1067,8386
2015-03-01,05A,1943,19608
2015-03-01,05Y,2706,10895
2015-03-01,03L,2033,14164
2015-03-01,00X,2855,9049
2015-03-01,07K,2705,13336
2015-03-01,02G,1231,5243
2015-03-01,04C,2661,14026
2015-03-01,09D,1373,9776
2015-03-01,02Q,1286,5665
2015-03-01,11X,2196,24015
2015-03-01,15M,5416,40036
2015-03-01,04M,868,3999
2015-03-01,08V,941,9696
2015-03-01,09N,1608,6143
2015-03-01,02A,2349,12389
2015-03-01,07N,719,8442
2015-03-01,09W,1200,9221
2015-03-01,01F,757,6292
2015-03-01,10C,384,2368
2015-03-01,02W,1882,5914
2015-03-01,03A,1725,10256
2015-03-01,03D,2190,8196
2015-03-01,10X,392,6382
2015-03-01,99E,2057,9178
2015-03-01,04Y,1587,6446
2015-03-01,03J,2079,9734
2015-03-01,10A,1061,7745
2015-03-01,03E,1225,6895
2015-03-01,12F,1236,14816
2015-03-01,02E,635,8434
2015-03-01,11M,3976,29798
2015-03-01,06T,3498,19125
2015-03-01,09F,698,9232
2015-03-01,04G,3818,31894
2015-03-01,10K,728,6885
2015-03-01,06H,5216,39520
2015-03-01,07V,1448,11538
2015-03-01,10J,763,6592
2015-03-01,15E,7791,44544
2015-03-01,15F,12067,39015
2015-03-01,15D,3755,13994
2015-03-01,10L,891,8424
2015-03-01,99A,3585,23034
2015-03-01,08D,899,8164
2015-03-01,01J,1088,9741
2015-03-01,05N,3044,13367
2015-03-01,02X,3591,16895
2015-03-01,07M,2038,10602
2015-03-01,02N,1410,6991
2015-03-01,08G,1769,10350
2015-03-01,99K,1128,6842
2015-03-01,09Y,1873,8568
2015-03-01,00D,5478,22965
2015-03-01,14Y,2331,17875
2015-03-01,07J,2110,11001
2015-03-01,01A,5279,19629
2015-03-01,06A,2604,12925
2015-03-01,03H,2008,8962
2015-03-01,00P,1813,23631
2015-03-01,99C,2297,13443
2015-03-01,08N,1838,8751
2015-03-01,05V,2473,6719
2015-03-01,06F,2759,17505
2015-03-01,99J,3353,21718
2015-03-01,05F,1083,7858
2015-03-01,08H,660,4021
2015-03-01,06V,1236,11454
2015-03-01,10T,0,0
2015-03-01,14L,2612,23377
2015-03-01,00Q,2529,8564
2015-03-01,00L,2688,18036
2015-03-01,07W,2845,15548
2015-03-01,99M,1289,6450
2015-03-01,08X,1893,10347
2015-03-01,07T,691,5516
2015-03-01,09J,2603,10552
2015-03-01,01G,2367,14875
2015-03-01,04D,4303,13362
2015-03-01,06P,1213,5819
2015-03-01,05L,4011,19376
2015-03-01,11N,5411,29917
2015-03-01,04E,3153,12280
2015-03-01,08E,1485,11238
2015-03-01,10R,540,7501
2015-03-01,09X,967,6310
2015-03-01,05C,2299,12946
2015-03-01,08C,1187,5126
2015-03-01,01V,630,6841
2015-03-01,00R,4937,13270
2015-03-01,03Q,2678,13742
2015-03-01,02R,4122,14580
2015-03-01,99D,3180,12616
2015-03-01,04H,1785,6837
2015-03-01,08T,848,6902
2015-03-01,02F,1092,9623
2015-03-01,08F,1097,10302
2015-03-01,08L,923,6138
2015-03-01,02M,3601,12163
2015-03-01,02D,530,5147
2015-03-01,03V,245,3290
2015-03-01,08M,409,14357
2015-03-01,00V,1306,8208
2015-03-01,06Q,2005,17566
2015-03-01,01K,4154,18975
2015-03-01,01D,1962,9344
2015-03-01,09H,741,4307
2015-03-01,01H,2536,21267
2015-03-01,05W,5097,14287
2015-03-01,01W,1877,14653
2015-03-01,03F,1908,14470
2015-03-01,03N,3878,30001
2015-03-01,07H,2302,12479
2015-03-01,00N,1354,10431
2015-03-01,09C,402,4574
2015-03-01,01X,907,9613
2015-03-01,06Y,970,11556
2015-03-01,03R,3478,18246
2015-03-01,08A,1473,9358
2015-03-01,15C,7400,35154
2015-03-01,07P,1194,12053
2015-03-01,11A,2674,18804
2015-03-01,05Q,1517,10646
2015-03-01,07R,117,3826
2015-03-01,12D,2771,9728
2015-03-01,07G,831,6606
2015-03-01,08W,1106,7186
2015-03-01,03K,2984,10129
2015-03-01,03W,3010,14555
2015-03-01,00C,1129,5628
2015-03-01,06W,374,7125
2015-03-01,05D,2614,7063
2015-03-01,99H,2256,8361
2015-03-01,11E,1026,8793
2015-03-01,01T,620,7993
2015-03-01,07Y,1387,9832
2015-03-01,05H,1755,11283
2015-03-01,08Y,838,4877
2015-03-01,04Q,2499,8526
2015-03-01,07X,2639,12127
2015-03-01,06D,752,5219
2015-03-01,09L,995,5341
2015-03-01,04V,3163,16541
2015-03-01,08R,1304,6523
2015-03-01,07Q,1694,8993
2015-03-01,02H,4359,14736
2015-03-01,99F,947,6275
2015-03-01,99G,725,5377
2015-03-01,10Q,3239,23483
2015-03-01,08J,581,5404
2015-03-01,99N,3901,19724
2015-03-01,03M,1462,7464
2015-03-01,05R,2106,12204
2015-03-01,08Q,1235,8340
2015-03-01,10E,607,6480
2015-03-01,00K,1379,14692
2015-03-01,06L,3107,18268
2015-03-01,15A,729,15670
2015-03-01,01C,795,9910
2015-03-01,02P,4912,18006
2015-03-01,09E,1039,7223
2015-03-01,01E,5263,10854
2015-03-01,05J,845,5418
2015-03-01,13T,4012,29103
2015-03-01,08K,892,9624
2015-03-01,15N,4414,56736
2015-03-01,01Y,1345,11730
2015-03-01,05G,3554,10472
2015-03-01,05T,3397,14315
2015-03-01,09P,1034,8932
2015-03-01,03T,4517,18287
2015-03-01,01R,880,6662
2015-03-01,09G,4063,22726
2015-03-01,06M,1210,10224
2015-03-01,09A,1187,4675
2015-03-01,11J,4848,36833
2015-03-01,10G,0,0
2015-03-01,04F,1103,6227
2015-03-01,07L,635,6686
2015-03-01,04K,1962,10834
2015-03-01,04L,1530,5555
2015-03-01,02Y,3369,17012
2015-03-01,02T,1481,10458
2015-03-01,00Y,2483,10058
2015-03-01,08P,1000,7132
2015-03-01,06N,4807,19064
2015-03-01,10D,493,3698
2015-03-01,00J,2762,15838
2015-03-01,04N,1503,5700
2015-03-01,00T,2016,12717
2015-03-01,00M,5002,16624
2015-03-01,05X,1150,5349
2015-03-01,06K,6290,25827
2015-04-01,14Y,2384,17397
2015-04-01,01W,1867,14665
2015-04-01,99C,2080,12449
2015-04-01,07L,648,6345
2015-04-01,09Y,1804,8315
2015-04-01,06K,6272,25557
2015-04-01,06L,2919,17735
2015-04-01,10D,447,3561
2015-04-01,08V,913,10591
2015-04-01,03H,1964,8613
2015-04-01,04L,1441,5372
2015-04-01,09X,948,6044
2015-04-01,00L,2539,17367
2015-04-01,04Q,2495,8595
2015-04-01,05N,2952,12963
2015-04-01,10C,384,2412
2015-04-01,09F,662,8680
2015-04-01,10V,1070,8235
2015-04-01,02D,530,5043
2015-04-01,11N,5182,28992
2015-04-01,00C,1098,5436
2015-04-01,10J,764,6494
2015-04-01,04G,3715,31279
2015-04-01,08G,1627,9732
2015-04-01,04F,1072,6039
2015-04-01,05V,2445,6707
2015-04-01,07H,2322,12335
2015-04-01,00J,2685,15211
2015-04-01,05T,3333,14250
2015-04-01,00T,2041,12770
2015-04-01,05J,886,5638
2015-04-01,07R,141,3630
2015-04-01,15D,3753,13630
2015-04-01,00K,1346,13827
2015-04-01,06F,2682,16960
2015-04-01,00P,1707,22951
2015-04-01,09P,1081,8984
2015-04-01,05F,1162,7876
2015-04-01,02P,4888,18248
2015-04-01,08X,1887,9798
2015-04-01,04H,1795,6872
2015-04-01,00N,1323,9958
2015-04-01,15M,5266,39276
2015-04-01,99J,3140,20483
2015-04-01,07X,2503,11785
2015-04-01,03L,2076,14078
2015-04-01,15C,7218,34646
2015-04-01,08A,1352,8701
2015-04-01,07P,1173,11657
2015-04-01,06P,1146,5774
2015-04-01,07T,668,5341
2015-04-01,05D,2561,6927
2015-04-01,05Q,1420,10330
2015-04-01,10X,370,6101
2015-04-01,02G,1189,5062
2015-04-01,15N,4367,53907
2015-04-01,05R,2053,12011
2015-04-01,02R,3955,13920
2015-04-01,03K,2885,9946
2015-04-01,07K,2618,12941
2015-04-01,05H,1601,11007
2015-04-01,10E,627,6316
2015-04-01,02W,1778,5823
2015-04-01,00X,2794,8866
2015-04-01,02M,3419,11886
2015-04-01,01K,4112,18843
2015-04-01,02E,708,8507
2015-04-01,07W,2915,15344
2015-04-01,01D,1930,9027
2015-04-01,05G,3518,10334
2015-04-01,04E,3056,12178
2015-04-01,03M,1372,7330
2015-04-01,03R,3395,17974
2015-04-01,07M,1973,10205
2015-04-01,02A,2295,12232
2015-04-01,04V,3174,16112
2015-04-01,01G,2288,14174
2015-04-01,01F,747,6201
2015-04-01,04M,805,3564
2015-04-01,02X,3687,17323
2015-04-01,01V,579,6384
2015-04-01,09C,373,4333
2015-04-01,09J,2566,10094
2015-04-01,12D,2782,9624
2015-04-01,09A,1103,4466
2015-04-01,05A,1921,19088
2015-04-01,05L,3920,19099
2015-04-01,10Q,3103,22657
2015-04-01,08Q,1187,7933
2015-04-01,01H,2441,19917
2015-04-01,07Y,1428,9685
2015-04-01,00Q,2544,8353
2015-04-01,08E,1427,10631
2015-04-01,10R,537,7129
2015-04-01,99A,3564,22639
2015-04-01,06Y,968,11606
2015-04-01,11M,3892,29140
2015-04-01,08R,1276,6242
2015-04-01,08N,1918,8855
2015-04-01,99K,1172,6900
2015-04-01,09D,1329,9316
2015-04-01,04Y,1595,6331
2015-04-01,06M,1156,9863
2015-04-01,08J,623,5447
2015-04-01,15A,734,14553
2015-04-01,07N,664,7868
2015-04-01,03F,1978,14545
2015-04-01,08W,1057,7024
2015-04-01,08Y,811,4802
2015-04-01,06A,2476,12148
2015-04-01,03D,2131,8017
2015-04-01,02Y,3380,16691
2015-04-01,99E,1879,8577
2015-04-01,03V,247,3257
2015-04-01,10T,0,0
2015-04-01,06T,3203,18102
2015-04-01,99N,3809,19510
2015-04-01,06Q,1927,17135
2015-04-01,08L,813,5416
2015-04-01,03W,2822,13757
2015-04-01,02F,1154,9666
2015-04-01,00Y,2521,10239
2015-04-01,06H,5163,38975
2015-04-01,03A,1681,9987
2015-04-01,01Y,1348,11898
2015-04-01,06D,695,4831
