month,pct,enteric_coated,total_aspirin
2019-01-01,07W,2371,14260
2019-01-01,05W,3288,9907
2019-01-01,15N,3545,43840
2019-01-01,02E,508,6611
2019-01-01,00Q,1845,6858
2019-01-01,15E,5086,35963
2019-01-01,02A,1360,9772
2019-01-01,02F,725,7946
2019-01-01,99C,1377,9793
2019-01-01,09D,852,7006
2019-01-01,10J,558,5401
2019-01-01,08Q,859,7337
2019-01-01,09N,1049,4729
2019-01-01,15C,4673,28368
2019-01-01,10V,674,6375
2019-01-01,00D,4208,19261
2019-01-01,04G,2785,24849
2019-01-01,06K,5273,21815
2019-01-01,08X,1626,9366
2019-01-01,09H,635,3737
2019-01-01,05L,2848,16634
2019-01-01,08N,1669,8662
2019-01-01,11J,4024,29485
2019-01-01,09C,424,3806
2019-01-01,10E,488,5137
2019-01-01,05F,816,6642
2019-01-01,02G,675,3934
2019-01-01,01V,456,4735
2019-01-01,00P,1220,20424
2019-01-01,02R,3227,10953
2019-01-01,09G,2776,17984
2019-01-01,01X,642,7682
2019-01-01,10X,349,5190
2019-01-01,01A,3606,15430
2019-01-01,05Y,2401,9172
2019-01-01,03M,884,5743
2019-01-01,04H,1417,5413
2019-01-01,04K,1280,7997
2019-02-01,01K,2363,12864
2019-02-01,01H,1822,15394
2019-02-01,15M,3276,27891
2019-02-01,07Q,926,6066
2019-02-01,10C,317,2131
2019-02-01,01R,494,4891
2019-02-01,03V,168,2383
2019-02-01,05G,2128,6681
2019-02-01,08M,312,12018
2019-02-01,07W,2159,13275
2019-02-01,08R,856,5244
2019-02-01,02M,2700,8969
2019-02-01,04C,1648,10272
2019-02-01,09A,776,3553
2019-02-01,10A,838,5328
2019-02-01,02E,465,6048
2019-02-01,12F,734,9792
2019-02-01,08Q,688,6561
2019-02-01,09J,1679,7387
2019-02-01,03W,1707,9191
2019-02-01,08K,348,7675
2019-02-01,99C,1288,8983
2019-02-01,05F,752,6024
2019-02-01,09N,951,4343
2019-02-01,00C,835,4249
2019-02-01,00R,3206,9161
2019-02-01,05A,1196,12991
2019-02-01,08F,714,6957
2019-02-01,05R,1204,8844
2019-02-01,07H,1617,9226
2019-02-01,08W,524,5309
2019-02-01,11E,745,5849
2019-02-01,99J,2017,14729
2019-02-01,99K,727,4615
2019-02-01,10J,543,5050
2019-02-01,11J,3586,26001
2019-02-01,00K,998,9828
2019-02-01,00L,1576,12868
2019-02-01,09C,330,3236
2019-02-01,02A,1192,8635
2019-02-01,04E,1952,8794
2019-02-01,15A,647,11386
2019-02-01,10L,526,5331
2019-02-01,00X,1681,5927
2019-02-01,13T,2210,19293
2019-02-01,99E,1160,6410
2019-02-01,07T,454,4376
2019-02-01,06F,1975,12314
2019-02-01,09P,774,6441
2019-02-01,06D,477,3180
2019-02-01,08J,385,4519
2019-02-01,02F,627,7166
2019-02-01,06A,2266,9390
2019-02-01,04F,701,4745
2019-02-01,01Y,924,8486
2019-02-01,00Q,1578,5998
2019-02-01,01V,423,4396
2019-02-01,03H,1360,6478
2019-02-01,05Y,2032,7951
2019-02-01,06L,2265,13422
2019-02-01,06M,809,7273
2019-02-01,06K,4612,19276
2019-02-01,08V,726,9473
2019-02-01,07R,100,2879
2019-02-01,09E,741,5033
2019-02-01,06N,3507,15020
2019-02-01,07X,1650,9840
2019-02-01,09H,553,3272
2019-02-01,10V,599,5672
2019-02-01,00D,3901,17726
2019-02-01,05L,2582,15451
2019-02-01,99G,498,3761
2019-02-01,08T,626,5586
2019-02-01,99N,2655,15230
2019-02-01,09F,557,6148
2019-02-01,02W,1394,4685
2019-02-01,05C,1632,9178
2019-02-01,06W,233,4918
2019-02-01,10E,497,4680
2019-02-01,04K,1151,7295
2019-02-01,08Y,591,3581
2019-02-01,01E,3408,7600
2019-02-01,04L,936,3706
2019-02-01,04V,1854,11501
2019-02-01,07P,954,9738
2019-02-01,00J,1875,11539
2019-02-01,01J,754,6889
2019-02-01,03N,2666,22522
2019-02-01,05D,1467,4713
2019-02-01,08H,436,3005
2019-02-01,08L,450,4389
2019-02-01,09X,605,4372
2019-02-01,99M,801,4491
2019-02-01,00P,1156,18100
2019-02-01,08G,1310,7967
2019-02-01,11N,3159,22261
2019-02-01,05T,1999,9813
2019-02-01,05N,1644,9577
2019-02-01,05W,2904,8740
2019-02-01,03R,1922,11806
2019-02-01,12D,1562,6630
2019-02-01,05H,1075,7795
2019-02-01,06V,878,8186
2019-02-01,06Q,1351,12577
2019-02-01,06T,2356,13874
2019-02-01,07Y,1248,8694
2019-02-01,11M,881,21203
2019-02-01,15C,3956,24700
2019-02-01,02X,2701,12460
2019-02-01,06H,3727,30380
2019-02-01,08D,770,7122
2019-02-01,00T,1289,8735
2019-02-01,06Y,713,8728
2019-02-01,03T,3382,13880
2019-02-01,10Q,1837,17752
2019-02-01,14Y,1362,12371
2019-02-01,99A,2189,15635
2019-02-01,03F,1381,11491
2019-02-01,08E,1141,8231
2019-02-01,01F,452,4370
2019-02-01,05J,477,3715
2019-02-01,99F,698,4771
2019-02-01,04Y,828,4182
2019-02-01,99H,1282,5564
2019-02-01,10K,437,4659
2019-02-01,07G,539,4813
2019-02-01,07N,492,6091
2019-02-01,02H,2615,10988
2019-02-01,02G,657,3584
2019-02-01,01T,424,5321
2019-02-01,03K,2194,7828
2019-02-01,02P,2800,13486
2019-02-01,07M,1527,8675
2019-02-01,08X,1415,8446
2019-02-01,10X,296,4819
2019-02-01,01W,971,9845
2019-02-01,05V,1404,4632
2019-02-01,14L,1516,18076
2019-02-01,08N,1457,7729
2019-02-01,11X,1355,17221
2019-02-01,03J,1502,6987
2019-02-01,15E,4538,31924
2019-02-01,08C,965,4630
2019-02-01,07V,825,9526
2019-02-01,03E,820,4746
2019-02-01,04Q,1753,6579
2019-02-01,09Y,1133,6409
2019-02-01,00Y,1682,7841
2019-02-01,03D,1442,5667
2019-02-01,03Q,1659,9673
2019-02-01,02N,1187,5267
2019-02-01,04D,3117,9770
2019-02-01,09D,732,6407
2019-02-01,11A,1875,13676
2019-02-01,02Q,875,4288
2019-02-01,08A,650,6140
2019-02-01,01X,571,6883
2019-02-01,99D,2424,8854
2019-02-01,15N,3329,40013
2019-02-01,10D,335,2898
2019-02-01,00N,714,7761
2019-02-01,04H,1225,4888
2019-02-01,00M,3125,11528
2019-02-01,01A,3185,14035
2019-02-01,03A,1107,8016
2019-02-01,09W,861,7615
2019-02-01,09G,2502,16037
2019-02-01,15F,7250,26049
2019-02-01,08P,640,4943
2019-02-01,09L,580,3461
2019-02-01,15D,2578,10945
2019-02-01,00V,832,6038
2019-02-01,03M,778,5181
2019-02-01,04G,2478,22113
2019-02-01,07L,490,5890
2019-02-01,01D,1273,6932
2019-02-01,01G,1281,10272
2019-02-01,02Y,2149,12607
2019-02-01,02R,3180,10722
2019-02-01,10R,340,4828
2019-02-01,02T,1097,8097
2019-02-01,01C,451,6325
2019-02-01,07J,1551,8192
2019-02-01,07K,1853,9534
2019-02-01,02D,300,3431
2019-02-01,04N,771,3534
2019-02-01,06P,764,4338
2019-02-01,03L,1487,10123
2019-02-01,04M,450,2494
2019-02-01,05Q,1041,7548
2019-02-01,05X,794,4171
2019-03-01,15F,7889,28030
2019-03-01,05D,1511,5005
2019-03-01,05W,3066,9231
2019-03-01,08Y,637,3927
2019-03-01,00K,1032,10540
2019-03-01,01J,803,7357
2019-03-01,05G,2276,7034
2019-03-01,07P,957,10413
2019-03-01,08E,1222,8908
2019-03-01,05J,478,3855
2019-03-01,04Y,927,4802
2019-03-01,07M,1552,9347
2019-03-01,07T,468,4466
2019-03-01,99K,797,4948
2019-03-01,09F,579,6521
2019-03-01,09L,587,3686
2019-03-01,02G,671,3767
2019-03-01,00L,1667,13811
2019-03-01,03R,2066,12815
2019-03-01,08M,336,13130
2019-03-01,07J,1618,8883
2019-03-01,03W,1726,10023
2019-03-01,09Y,1212,6935
2019-03-01,05F,791,6420
2019-03-01,05C,1756,9643
2019-03-01,07X,1718,10322
2019-03-01,08A,702,6733
2019-03-01,00X,1785,6409
2019-03-01,08N,1607,8448
2019-03-01,08Q,756,6886
2019-03-01,10L,526,5916
2019-03-01,03N,2847,23572
2019-03-01,03T,3426,14396
2019-03-01,07W,2345,13782
2019-03-01,03L,1584,10862
2019-03-01,06N,3794,16439
2019-03-01,09H,635,3592
2019-03-01,10Q,1861,18907
2019-03-01,04Q,1855,6961
2019-03-01,07L,593,6266
2019-03-01,99H,1438,6172
2019-03-01,02D,361,3877
2019-03-01,13T,2407,21042
2019-03-01,03E,830,4851
2019-03-01,03M,856,5687
2019-03-01,03V,162,2615
2019-03-01,12D,1708,7123
2019-03-01,00P,1238,19183
2019-03-01,99C,1360,9691
2019-03-01,15E,4783,33859
2019-03-01,02Q,916,4593
2019-03-01,99G,513,4148
2019-03-01,07R,115,3029
2019-03-01,11J,3903,28427
2019-03-01,01C,492,6958
2019-03-01,03A,1198,8379
2019-03-01,04E,2030,9259
2019-03-01,06F,2011,13187
2019-03-01,99D,2601,9444
2019-03-01,99N,2754,16206
2019-03-01,09D,813,6801
2019-03-01,08F,761,7501
2019-03-01,10D,393,3204
2019-03-01,10K,495,5150
2019-03-01,11A,1964,14749
2019-03-01,03F,1538,12559
2019-03-01,04N,767,3548
2019-03-01,04H,1356,5289
2019-03-01,01W,1015,10261
2019-03-01,03Q,1760,10443
2019-03-01,04M,523,2755
2019-03-01,08X,1617,9061
2019-03-01,06D,484,3465
2019-03-01,11E,758,6165
2019-03-01,05H,1124,8398
2019-03-01,07V,824,9933
2019-03-01,09W,897,7984
2019-03-01,01D,1313,7219
2019-03-01,06T,2560,14735
2019-03-01,08T,685,5990
2019-03-01,09N,1018,4653
2019-03-01,14L,1686,19001
2019-03-01,00Y,1770,8376
2019-03-01,08D,838,7978
2019-03-01,10A,974,5855
2019-03-01,10E,522,5072
2019-03-01,01X,627,7395
2019-03-01,02W,1418,4784
2019-03-01,08G,1357,8645
2019-03-01,07N,531,6717
2019-03-01,02H,2867,11854
2019-03-01,00V,871,6701
2019-03-01,06M,870,7725
2019-03-01,05N,1727,10083
2019-03-01,08J,430,4902
2019-03-01,00C,859,4469
2019-03-01,01F,458,4436
2019-03-01,03K,2412,8491
2019-03-01,05R,1254,9570
2019-03-01,05L,2694,16001
2019-03-01,09C,367,3531
2019-03-01,15A,713,12154
2019-03-01,02E,500,6378
2019-03-01,02M,2889,9780
2019-03-01,02X,2836,13257
2019-03-01,04K,1236,7961
2019-03-01,05X,858,4500
2019-03-01,01G,1365,10638
2019-03-01,02R,3150,10583
2019-03-01,03J,1726,7978
2019-03-01,08H,526,3451
2019-03-01,15C,4293,27127
2019-03-01,01V,462,4678
2019-03-01,06W,238,5250
2019-03-01,04D,3435,10445
2019-03-01,10V,678,6084
2019-03-01,00T,1344,9418
2019-03-01,00Q,1667,6336
2019-03-01,04L,974,3857
2019-03-01,08P,650,5057
2019-03-01,01R,523,5215
2019-03-01,01E,3953,8644
2019-03-01,07K,2001,10246
2019-03-01,06Q,1505,13663
2019-03-01,06P,802,4546
2019-03-01,09G,2682,17356
2019-03-01,10X,322,5060
2019-03-01,04C,1707,10764
2019-03-01,15N,3410,43012
2019-03-01,09P,846,7241
2019-03-01,05V,1513,5074
2019-03-01,07Q,968,6445
2019-03-01,02T,1155,8411
2019-03-01,05Q,1013,7754
2019-03-01,02F,707,7616
2019-03-01,08R,868,5610
2019-03-01,01K,2443,13843
2019-03-01,07H,1673,9789
2019-03-01,01A,3411,14789
2019-03-01,06V,953,8802
2019-03-01,08W,549,5766
2019-03-01,11M,924,22167
2019-03-01,00J,1918,12049
2019-03-01,00N,705,8062
2019-03-01,05A,1267,13681
2019-03-01,99E,1266,7090
2019-03-01,11N,3502,24319
2019-03-01,00M,3462,12409
2019-03-01,99F,743,5282
2019-03-01,04F,817,5075
2019-03-01,09E,767,5270
2019-03-01,14Y,1414,13321
2019-03-01,15M,3472,29774
2019-03-01,06Y,747,9151
2019-03-01,08V,808,9641
2019-03-01,99J,2107,15709
2019-03-01,12F,757,10531
2019-03-01,05Y,2264,8792
2019-03-01,06L,2389,14473
2019-03-01,04G,2673,23942
2019-03-01,02Y,2137,12974
2019-03-01,06A,2366,10064
2019-03-01,07G,565,5112
2019-03-01,08K,380,7772
2019-03-01,08L,504,4609
2019-03-01,15D,2623,11062
2019-03-01,99A,2323,16773
2019-03-01,05T,2254,10886
2019-03-01,06H,4002,32274
2019-03-01,06K,4998,20507
2019-03-01,07Y,1258,9144
2019-03-01,09X,648,4758
2019-03-01,01H,1848,16027
2019-03-01,00D,3996,18734
2019-03-01,01T,470,5839
2019-03-01,02P,2960,14113
2019-03-01,01Y,996,9287
2019-03-01,03D,1577,6073
2019-03-01,10C,333,2235
2019-03-01,10J,517,5143
2019-03-01,02A,1324,9384
2019-03-01,00R,3425,9768
2019-03-01,03H,1501,6936
2019-03-01,09J,1856,7994
2019-03-01,04V,2038,12218
2019-03-01,09A,772,3719
2019-03-01,11X,1513,18755
2019-03-01,02N,1189,5401
2019-03-01,08C,961,4890
2019-03-01,10R,314,5325
2019-03-01,99M,877,4905
2019-04-01,06Y,745,9551
2019-04-01,01K,2364,13363
2019-04-01,02X,2831,13145
2019-04-01,02Y,2276,13313
2019-04-01,06N,3835,16353
2019-04-01,11J,3727,27774
2019-04-01,99G,523,4070
2019-04-01,10J,524,5169
2019-04-01,01A,3385,14830
2019-04-01,14L,1633,19486
2019-04-01,10D,361,2964
2019-04-01,00T,1401,9400
2019-04-01,08N,1619,8280
2019-04-01,02E,489,6433
2019-04-01,09X,663,4734
2019-04-01,01Y,919,9099
2019-04-01,02F,661,7381
2019-04-01,07J,1589,8885
2019-04-01,04V,1970,12063
2019-04-01,13T,2357,20957
2019-04-01,15N,3360,41971
2019-04-01,06V,943,8851
2019-04-01,12D,1655,7095
2019-04-01,01V,466,4729
2019-04-01,11X,1405,18246
2019-04-01,08V,717,9184
2019-04-01,09H,606,3540
2019-04-01,10E,526,4800
2019-04-01,00R,3525,10157
2019-04-01,08H,443,3064
2019-04-01,15M,3510,29578
2019-04-01,01J,786,7313
2019-04-01,09P,804,6853
2019-04-01,05F,770,6302
2019-04-01,15E,4684,33285
2019-04-01,09E,760,5273
2019-04-01,09F,625,6785
2019-04-01,05T,2117,10468
2019-04-01,08X,1481,8796
2019-04-01,08K,360,8019
2019-04-01,99A,2236,16388
2019-04-01,09C,371,3535
2019-04-01,01F,478,4777
2019-04-01,03Q,1714,10083
2019-04-01,04K,1209,7454
2019-04-01,08R,890,5453
2019-04-01,11E,735,5864
2019-04-01,08Y,636,3859
2019-04-01,05J,513,3962
2019-04-01,05N,1646,10032
2019-04-01,06Q,1468,13413
2019-04-01,15C,4246,26590
2019-04-01,15D,2664,11227
2019-04-01,00K,1051,10071
2019-04-01,02N,1096,5110
2019-04-01,08C,926,4801
2019-04-01,05V,1503,4956
2019-04-01,07G,568,5039
2019-04-01,00P,1185,19219
2019-04-01,05A,1270,13899
2019-04-01,06A,2489,9883
2019-04-01,11N,3354,23766
2019-04-01,99E,1262,6738
2019-04-01,10A,882,5689
2019-04-01,00J,2042,12411
2019-04-01,10X,339,5069
2019-04-01,08F,752,7100
2019-04-01,11A,1961,14234
2019-04-01,10C,358,2300
2019-04-01,06D,465,3143
2019-04-01,08E,1173,8602
2019-04-01,03T,3371,14391
2019-04-01,03N,2771,23541
2019-04-01,08A,679,6685
2019-04-01,06T,2629,14736
2019-04-01,04L,1032,4061
2019-04-01,01R,542,5217
2019-04-01,01T,448,5667
2019-04-01,03H,1463,6891
2019-04-01,06H,3941,31457
2019-04-01,99F,723,5099
2019-04-01,99H,1372,5959
2019-04-01,02T,1109,8279
2019-04-01,06W,231,5225
2019-04-01,04E,2060,9176
2019-04-01,03R,1977,12526
2019-04-01,14Y,1493,13414
2019-04-01,04N,826,3846
2019-04-01,00N,757,8257
2019-04-01,03M,800,5450
2019-04-01,01D,1291,7172
2019-04-01,07K,1984,10172
2019-04-01,09N,967,4464
2019-04-01,05H,1129,8444
2019-04-01,05Q,1033,7835
2019-04-01,06P,803,4516
2019-04-01,08L,515,4601
2019-04-01,04C,1637,10594
2019-04-01,07X,1673,10267
2019-04-01,99J,2055,15526
2019-04-01,10Q,1855,18784
2019-04-01,00C,856,4407
2019-04-01,03A,1241,8465
2019-04-01,04F,773,5028
2019-04-01,99D,2686,9719
2019-04-01,06K,4992,20545
2019-04-01,09G,2595,17200
2019-04-01,01C,496,6760
2019-04-01,08M,353,12771
2019-04-01,09Y,1178,6789
2019-04-01,07V,793,9879
2019-04-01,08T,689,5968
2019-04-01,04Y,875,4486
2019-04-01,02M,2813,9715
2019-04-01,00X,1804,6420
2019-04-01,01G,1317,10630
2019-04-01,07H,1650,9669
2019-04-01,07M,1521,9169
2019-04-01,09W,902,7969
2019-04-01,03L,1502,10600
2019-04-01,02A,1254,9218
2019-04-01,09L,639,3798
2019-04-01,02H,2786,11788
2019-04-01,05Y,2203,8519
2019-04-01,03K,2322,8193
2019-04-01,07T,459,4536
2019-04-01,00V,882,6491
2019-04-01,00L,1670,13581
2019-04-01,05C,1772,9635
2019-04-01,10K,495,5026
2019-04-01,10R,349,5272
2019-04-01,01W,998,10208
2019-04-01,12F,770,10548
2019-04-01,02W,1391,4690
2019-04-01,00Q,1695,6587
2019-04-01,07P,1007,10482
2019-04-01,07R,112,2954
2019-04-01,07Q,947,6406
2019-04-01,05D,1517,4924
2019-04-01,09D,797,6688
2019-04-01,04H,1306,5197
2019-04-01,08G,1314,8384
2019-04-01,08W,526,5585
2019-04-01,08J,428,4726
2019-04-01,08P,623,4928
2019-04-01,99C,1364,9706
2019-04-01,99N,2645,15691
2019-04-01,08Q,758,6945
2019-04-01,03V,176,2552
2019-04-01,05R,1273,9287
2019-04-01,06L,2305,14596
2019-04-01,03J,1522,7251
2019-04-01,01E,3562,8103
2019-04-01,07N,578,6632
2019-04-01,02R,3248,10911
2019-04-01,05L,2654,15704
2019-04-01,07W,2182,13384
2019-04-01,11M,941,21762
2019-04-01,02D,356,3710
2019-04-01,01H,1813,16018
2019-04-01,04Q,1907,6899
2019-04-01,09J,1835,7834
2019-04-01,99K,805,4962
2019-04-01,10L,530,5740
2019-04-01,07L,481,6054
2019-04-01,04M,508,2725
2019-04-01,03D,1545,6039
2019-04-01,05X,836,4510
2019-04-01,01X,608,7399
2019-04-01,15A,650,11757
2019-04-01,06M,834,7666
2019-04-01,99M,833,4604
2019-04-01,00M,3361,12182
2019-04-01,00Y,1843,8499
2019-04-01,06F,2016,13050
2019-04-01,04D,3368,10450
2019-04-01,02G,681,3834
2019-04-01,08D,770,7302
2019-04-01,07Y,1266,8976
2019-04-01,02P,3005,14363
2019-04-01,15F,7541,27608
2019-04-01,05G,2234,7078
2019-04-01,03E,912,5050
2019-04-01,10V,626,6048
2019-04-01,05W,3008,8979
2019-04-01,03W,1795,9911
2019-04-01,03F,1517,12180
2019-04-01,04G,2625,23560
2019-04-01,02Q,903,4593
2019-04-01,09A,782,3798
2019-04-01,00D,4085,18690
2019-05-01,07G,580,5306
2019-05-01,06D,522,3708
2019-05-01,03J,1775,8266
2019-05-01,06V,966,9199
2019-05-01,10V,598,6303
2019-05-01,01T,518,6216
2019-05-01,07T,489,4817
2019-05-01,03T,3725,15342
2019-05-01,15M,3613,31066
2019-05-01,00Q,1767,6825
2019-05-01,02W,1530,5106
2019-05-01,02G,712,4053
2019-05-01,99K,732,5103
2019-05-01,08W,561,6135
2019-05-01,05J,508,3944
2019-05-01,03D,1604,6148
2019-05-01,10R,330,5202
2019-05-01,04D,3585,11191
2019-05-01,08R,969,5964
2019-05-01,01D,1408,7696
2019-05-01,02D,365,3826
2019-05-01,99D,2749,9947
2019-05-01,07L,554,6543
2019-05-01,05A,1369,14561
2019-05-01,00M,3449,12846
2019-05-01,05N,1805,10688
2019-05-01,06Q,1509,14195
2019-05-01,10Q,1912,19473
2019-05-01,07P,1020,11094
2019-05-01,08G,1496,9069
2019-05-01,00J,2067,12974
2019-05-01,07R,112,3156
2019-05-01,05T,2276,11269
2019-05-01,08Q,786,7147
2019-05-01,09D,863,7184
2019-05-01,99E,1300,7367
2019-05-01,03A,1289,9143
2019-05-01,05Q,1046,8014
2019-05-01,08D,868,8305
2019-05-01,00D,4267,19811
2019-05-01,03R,2171,13446
2019-05-01,06F,2116,13732
2019-05-01,00C,904,4657
2019-05-01,05R,1261,9518
2019-05-01,04N,816,3745
2019-05-01,03E,910,5179
2019-05-01,00X,1829,6599
2019-05-01,03K,2542,8893
2019-05-01,05G,2281,7332
2019-05-01,01K,2556,14477
2019-05-01,06H,4147,34119
2019-05-01,01R,534,5570
2019-05-01,10L,566,6159
2019-05-01,03V,164,2694
2019-05-01,11X,1500,18944
2019-05-01,03N,2916,24544
2019-05-01,08X,1595,9385
2019-05-01,08P,710,5528
2019-05-01,04Y,935,4926
2019-05-01,06Y,730,9052
2019-05-01,01Y,1023,9683
2019-05-01,02X,2931,13817
2019-05-01,99G,566,4294
2019-05-01,02N,1248,5762
2019-05-01,08V,881,10479
2019-05-01,07K,2166,10677
2019-05-01,08J,460,5257
2019-05-01,07M,1609,9805
2019-05-01,09G,2783,18214
2019-05-01,09F,604,6882
2019-05-01,05D,1649,5400
2019-05-01,09N,1080,4752
2019-05-01,06M,939,8309
2019-05-01,05C,1819,9997
2019-05-01,14L,1712,20167
2019-05-01,99A,2419,17496
2019-05-01,00K,1083,11035
2019-05-01,08E,1257,9097
2019-05-01,03W,1853,10479
2019-05-01,01V,482,4947
2019-05-01,01W,1059,11166
2019-05-01,07H,1801,10342
2019-05-01,05H,1169,8707
2019-05-01,03H,1548,7262
2019-05-01,00P,1273,20426
2019-05-01,02Y,2303,13821
2019-05-01,04V,2151,12921
2019-05-01,06T,2782,15482
2019-05-01,01H,1993,16976
2019-05-01,00N,739,8433
2019-05-01,05W,3215,9688
2019-05-01,08Y,740,4066
2019-05-01,99M,910,5055
2019-05-01,05F,822,6667
2019-05-01,15D,2763,11969
2019-05-01,99J,2193,16327
2019-05-01,11E,768,6494
2019-05-01,09X,686,4920
2019-05-01,02Q,995,4794
2019-05-01,09W,921,8433
2019-05-01,11M,1006,23051
2019-05-01,12D,1830,7560
2019-05-01,09J,1774,7931
2019-05-01,04E,2120,9742
2019-05-01,04M,495,2681
2019-05-01,02T,1215,8992
2019-05-01,09L,617,3918
2019-05-01,08H,538,3609
2019-05-01,05X,871,4703
2019-05-01,00L,1725,14362
2019-05-01,01A,3502,15522
2019-05-01,02P,3084,14992
2019-05-01,06W,224,5252
2019-05-01,08A,727,6961
2019-05-01,03F,1558,12651
2019-05-01,07W,2348,14424
2019-05-01,13T,2451,21779
2019-05-01,15A,750,12783
2019-05-01,00R,3747,10525
2019-05-01,08K,411,8291
2019-05-01,02H,2911,12424
2019-05-01,00V,908,6962
2019-05-01,02F,737,8321
2019-05-01,07V,843,10531
2019-05-01,10D,405,3288
2019-05-01,01J,799,7597
2019-05-01,06A,2648,10767
2019-05-01,99F,735,5390
2019-05-01,08T,644,6417
2019-05-01,03Q,1774,10640
2019-05-01,06K,5349,21881
2019-05-01,14Y,1435,13774
2019-05-01,07X,1794,10883
2019-05-01,15F,8029,28872
2019-05-01,04Q,2003,7373
2019-05-01,99C,1296,9801
2019-05-01,10J,534,5324
2019-05-01,05V,1618,5341
2019-05-01,09Y,1208,7195
2019-05-01,03L,1644,11409
2019-05-01,01X,692,8026
2019-05-01,03M,838,5577
2019-05-01,05Y,2284,9090
2019-05-01,07Y,1338,9355
2019-05-01,11A,2040,15152
2019-05-01,15C,4438,28251
2019-05-01,00T,1500,10130
2019-05-01,04G,2775,24992
2019-05-01,11J,3990,29174
2019-05-01,11N,3728,25190
2019-05-01,99H,1475,6225
2019-05-01,09E,776,5549
2019-05-01,09A,816,3740
2019-05-01,01E,3876,8674
2019-05-01,05L,2899,17242
2019-05-01,07Q,1027,6927
2019-05-01,08N,1655,8880
2019-05-01,01C,503,7273
2019-05-01,01F,468,4687
2019-05-01,04L,1010,4147
2019-05-01,10E,539,5213
2019-05-01,09P,833,7134
2019-05-01,00Y,1875,8823
2019-05-01,06N,3890,17050
2019-05-01,02A,1328,9602
2019-05-01,08C,988,5020
2019-05-01,04F,852,5532
2019-05-01,06P,829,4679
2019-05-01,99N,2841,16843
2019-05-01,10X,343,5300
2019-05-01,07J,1667,9258
2019-05-01,08L,469,4656
2019-05-01,01G,1571,11262
2019-05-01,04C,1866,11509
2019-05-01,06L,2446,15136
2019-05-01,08F,794,7769
2019-05-01,15N,3608,44700
2019-05-01,02E,535,6801
2019-05-01,02M,3010,10046
2019-05-01,02R,3342,11160
2019-05-01,09C,369,3588
2019-05-01,10C,387,2456
2019-05-01,10K,509,5225
2019-05-01,09H,626,3620
2019-05-01,10A,984,6297
2019-05-01,04H,1426,5533
2019-05-01,04K,1309,8374
2019-05-01,12F,760,11027
2019-05-01,15E,4955,35598
2019-05-01,07N,552,6821
2019-05-01,08M,386,13313
2019-06-01,00K,1013,10001
2019-06-01,14L,1554,18242
2019-06-01,00Y,1681,8173
2019-06-01,01A,3211,14409
2019-06-01,01X,581,6933
2019-06-01,05H,1102,8013
2019-06-01,07K,1945,9845
2019-06-01,03W,1707,9646
2019-06-01,02D,333,3708
2019-06-01,02M,2821,9404
2019-06-01,02W,1385,4602
2019-06-01,08E,1146,8528
2019-06-01,08Q,765,6984
2019-06-01,01T,467,5877
2019-06-01,07G,525,4707
2019-06-01,00T,1309,8810
2019-06-01,01J,782,7164
2019-06-01,05L,2535,15321
2019-06-01,10R,318,5073
2019-06-01,00J,1853,11649
2019-06-01,99A,2165,15833
2019-06-01,04D,3152,10090
2019-06-01,05C,1731,9348
2019-06-01,08X,1494,8947
2019-06-01,01G,1470,10302
2019-06-01,02N,1113,5150
2019-06-01,05A,1241,13425
2019-06-01,04N,798,3528
2019-06-01,10D,355,2983
2019-06-01,10C,366,2262
2019-06-01,99K,830,4941
2019-06-01,05Y,2096,8197
2019-06-01,04E,1942,8882
2019-06-01,09N,961,4438
2019-06-01,00R,3386,9686
2019-06-01,01K,2331,13278
2019-06-01,07M,1516,8826
2019-06-01,08L,435,4289
2019-06-01,02E,502,6182
2019-06-01,02Y,2137,13025
2019-06-01,07J,1568,8609
2019-06-01,08R,873,5272
2019-06-01,10J,521,5028
2019-06-01,99M,840,4739
2019-06-01,01E,3576,8084
2019-06-01,06V,889,8506
2019-06-01,05N,1671,9647
2019-06-01,10Q,1769,18190
2019-06-01,11J,3726,27251
2019-06-01,01D,1243,6932
2019-06-01,00X,1725,6130
2019-06-01,02T,1169,8421
2019-06-01,04H,1293,4994
2019-06-01,06N,3645,15745
2019-06-01,07V,778,9782
2019-06-01,03J,1480,7216
2019-06-01,99G,499,3894
2019-06-01,03L,1461,10475
2019-06-01,03T,3223,13817
2019-06-01,07R,98,2916
2019-06-01,14Y,1306,12531
2019-06-01,02P,2740,13416
2019-06-01,06H,3926,30912
2019-06-01,05D,1460,4746
2019-06-01,11A,1889,14028
2019-06-01,03K,2179,7790
2019-06-01,02R,3044,10295
2019-06-01,07W,2229,13560
2019-06-01,99N,2648,15700
2019-06-01,06W,205,5115
2019-06-01,06Y,738,9196
2019-06-01,04G,2567,22926
2019-06-01,09L,576,3509
2019-06-01,01F,453,4544
2019-06-01,04K,1237,7604
2019-06-01,08N,1579,8015
2019-06-01,08P,586,4941
2019-06-01,03A,1167,8305
2019-06-01,06L,2233,14234
2019-06-01,06F,1935,12643
2019-06-01,00Q,1560,5932
2019-06-01,09C,385,3563
2019-06-01,09H,606,3456
2019-06-01,12F,699,10128
2019-06-01,99C,1266,9118
2019-06-01,03M,786,5324
2019-06-01,04M,447,2609
2019-06-01,01V,403,4126
2019-06-01,03R,2025,12709
2019-06-01,05R,1237,9015
