year,month,pct,total_items,total_cost
2017,2017-02-01,99G,7,467.21611
2017,2017-02-01,03V,2,63.7102
2017,2017-02-01,12D,7,157.33366999999998
2017,2017-02-01,02H,5,151.86698
2017,2017-02-01,07T,19,782.6741599999999
2017,2017-02-01,09L,4,222.94848
2017,2017-02-01,08G,3,95.56529
2017,2017-02-01,07Y,12,842.70136
2017,2017-02-01,08A,11,467.26572
2017,2017-02-01,99H,14,865.80612
2017,2017-02-01,08R,10,548.1975
2017,2017-02-01,112,1,21.34395
2017,2017-02-01,01W,3,263.31403
2017,2017-02-01,01Y,1,31.8551
2017,2017-02-01,00J,16,705.26979
2017,2017-02-01,01J,6,228.06838999999997
2017,2017-02-01,07P,12,764.3735299999998
2017,2017-02-01,07M,27,1241.5557199999998
2017,2017-02-01,10D,1,63.69779
2017,2017-02-01,09E,9,391.71476999999993
2017,2017-02-01,00M,16,649.22925
2017,2017-02-01,05W,19,551.36202
2017,2017-02-01,08Y,11,454.9138
2017,2017-02-01,04M,2,59.725229999999996
2017,2017-02-01,06L,11,469.37555
2017,2017-02-01,00N,2,63.7102
2017,2017-02-01,03W,37,1406.7215800000001
2017,2017-02-01,09D,10,700.66333
2017,2017-02-01,01G,8,201.97775
2017,2017-02-01,15E,29,1560.12466
2017,2017-02-01,09F,5,254.80356999999998
2017,2017-02-01,09N,4,222.94848
2017,2017-02-01,99M,10,515.31002
2017,2017-02-01,03N,9,406.88982000000004
2017,2017-02-01,09X,8,432.66315999999995
2017,2017-02-01,03E,2,159.23829
2017,2017-02-01,08D,12,409.72031
2017,2017-02-01,15C,18,1066.7643600000001
2017,2017-02-01,00T,6,267.60107999999997
2017,2017-02-01,02P,5,142.40992
2017,2017-02-01,11A,22,827.07115
2017,2017-02-01,00L,4,191.09338
2017,2017-02-01,99F,3,106.27643
2017,2017-02-01,02F,3,124.08814000000001
2017,2017-02-01,01X,5,26.75354
2017,2017-02-01,99C,5,157.25327
2017,2017-02-01,08N,15,670.24298
2017,2017-02-01,08Q,11,222.42363
2017,2017-02-01,05X,4,199.64102
2017,2017-02-01,10Q,3,95.5529
2017,2017-02-01,00K,10,405.79015999999996
2017,2017-02-01,03R,20,1713.6869499999998
2017,2017-02-01,07Q,7,283.73332000000005
2017,2017-02-01,05V,4,163.8905
2017,2017-02-01,14Y,7,271.47257
2017,2017-02-01,05A,5,227.56288999999998
2017,2017-02-01,09C,1,8.54765
2017,2017-02-01,07H,18,860.3667499999999
2017,2017-02-01,06N,10,459.49237999999997
2017,2017-02-01,09P,5,175.27204999999998
2017,2017-02-01,00P,18,625.19205
2017,2017-02-01,08C,6,267.74935
2017,2017-02-01,07V,12,445.38275
2017,2017-02-01,10K,6,326.7308
2017,2017-02-01,02N,7,236.00664999999998
2017,2017-02-01,06Y,7,200.39171
2017,2017-02-01,11E,2,159.22589
2017,2017-02-01,14L,6,290.7212099999999
2017,2017-02-01,15F,23,1426.0297299999997
2017,2017-02-01,05L,6,350.34406
2017,2017-02-01,03A,6,286.65867
2017,2017-02-01,07G,5,361.15207999999996
2017,2017-02-01,15M,23,1246.3722599999999
2017,2017-02-01,11N,26,968.83286
2017,2017-02-01,15N,63,3288.02575
2017,2017-02-01,09W,20,484.79591
2017,2017-02-01,15A,25,988.23468
2017,2017-02-01,02M,1,4.66462
2017,2017-02-01,11M,45,2009.4932900000001
2017,2017-02-01,01H,9,414.10085
2017,2017-02-01,99D,9,361.08002
2017,2017-02-01,02E,1,39.53765
2017,2017-02-01,01C,5,179.54743000000002
2017,2017-02-01,01D,3,286.62147
2017,2017-02-01,06H,40,1803.50343
2017,2017-02-01,08V,7,227.10772999999998
2017,2017-02-01,08X,5,305.24589000000003
2017,2017-02-01,02W,3,222.93608
2017,2017-02-01,08H,23,981.28967
2017,2017-02-01,06W,8,556.0395900000001
2017,2017-02-01,04N,1,59.55334
2017,2017-02-01,04L,4,207.12714
2017,2017-02-01,08E,13,516.88023
2017,2017-02-01,03J,4,320.79879
2017,2017-02-01,04H,4,195.67264
2017,2017-02-01,07J,10,390.83848
2017,2017-02-01,06Q,10,415.23855
2017,2017-02-01,06T,7,388.75345999999996
2017,2017-02-01,05Q,6,282.50182
2017,2017-02-01,10J,10,302.7655
2017,2017-02-01,05C,2,135.93084
2017,2017-02-01,00D,7,375.93247999999994
2017,2017-02-01,02Y,10,329.09754000000004
2017,2017-02-01,09A,11,384.93048
2017,2017-02-01,09J,7,254.82837999999998
2017,2017-02-01,04G,15,612.6603400000001
2017,2017-02-01,12F,16,281.72375
2017,2017-02-01,00Y,4,223.69690000000003
2017,2017-02-01,99A,16,389.34845000000007
2017,2017-02-01,05F,3,254.77877
2017,2017-02-01,00X,1,29.83287
2017,2017-02-01,01A,13,632.25472
2017,2017-02-01,03H,4,254.79118
2017,2017-02-01,03D,8,253.59076000000002
2017,2017-02-01,05R,2,92.24544
2017,2017-02-01,05Y,4,104.86361
2017,2017-02-01,06M,6,256.50516
2017,2017-02-01,05J,2,9.07708
2017,2017-02-01,04D,5,222.96087999999997
2017,2017-02-01,01V,3,62.44176
2017,2017-02-01,08M,13,652.06342
2017,2017-02-01,10X,4,21.47576
2017,2017-02-01,02G,4,312.20989
2017,2017-02-01,02A,7,237.94128999999998
2017,2017-02-01,03K,7,284.63646
2017,2017-02-01,07N,10,571.24057
2017,2017-02-01,05D,3,95.56530000000001
2017,2017-02-01,02R,7,328.08698
2017,2017-02-01,06P,8,445.89696000000004
2017,2017-02-01,08L,12,554.74896
2017,2017-02-01,01E,2,159.23828
2017,2017-02-01,10E,5,230.53771
2017,2017-02-01,09H,4,232.86558
2017,2017-02-01,15D,6,158.46126999999998
2017,2017-02-01,04F,5,333.44457
2017,2017-02-01,07K,4,186.93653
2017,2017-02-01,07W,9,782.9081399999999
2017,2017-02-01,09G,18,964.9620499999999
2017,2017-03-01,07M,21,952.93994
2017,2017-03-01,00T,4,100.07221
2017,2017-03-01,01X,7,105.94462999999999
2017,2017-03-01,04E,2,127.45697
2017,2017-03-01,03N,7,318.66720999999995
2017,2017-03-01,02N,5,246.43901
2017,2017-03-01,09Y,8,387.2189699999999
2017,2017-03-01,02W,2,127.45697
2017,2017-03-01,00Q,3,161.95862
2017,2017-03-01,02Y,9,362.92483
2017,2017-03-01,04K,8,414.05305
2017,2017-03-01,08M,11,826.4222299999999
2017,2017-03-01,02Q,2,61.71763
2017,2017-03-01,09J,9,327.49429
2017,2017-03-01,04Y,4,223.05588999999998
2017,2017-03-01,06K,27,1535.09541
2017,2017-03-01,09L,3,223.04349
2017,2017-03-01,02F,3,310.2617
2017,2017-03-01,06M,4,193.34078
2017,2017-03-01,10L,8,517.76985
2017,2017-03-01,15A,25,989.6105699999999
2017,2017-03-01,00D,6,376.10114
2017,2017-03-01,09A,23,862.1092699999999
2017,2017-03-01,11M,36,1430.2669099999998
2017,2017-03-01,11N,36,1454.0747299999998
2017,2017-03-01,10K,13,803.74293
2017,2017-03-01,05R,6,223.05588
2017,2017-03-01,15M,26,1236.17536
2017,2017-03-01,09X,6,327.18177
2017,2017-03-01,10E,5,81.49522999999999
2017,2017-03-01,99A,18,458.45002
2017,2017-03-01,04C,20,993.08718
2017,2017-03-01,02P,8,320.15026
2017,2017-03-01,00X,5,134.77983
2017,2017-03-01,05C,5,318.64241
2017,2017-03-01,00R,1,3.00521
2017,2017-03-01,02M,4,132.25452
2017,2017-03-01,05F,5,318.63000999999997
2017,2017-03-01,99F,2,74.45714
2017,2017-03-01,99G,6,299.20249
2017,2017-03-01,08L,11,720.2318399999999
2017,2017-03-01,08P,5,191.21024
2017,2017-03-01,02R,9,414.26613
2017,2017-03-01,08V,11,236.76033999999999
2017,2017-03-01,07P,12,1051.46417
2017,2017-03-01,07Y,23,1564.71477
2017,2017-03-01,01V,4,94.34222
2017,2017-03-01,03T,10,387.49284
2017,2017-03-01,02E,5,223.06828
2017,2017-03-01,01Y,2,78.17514
2017,2017-03-01,02H,8,605.4019900000001
2017,2017-03-01,00L,9,318.65479999999997
2017,2017-03-01,07T,24,1027.94724
2017,2017-03-01,10J,5,159.35219999999998
2017,2017-03-01,09P,6,250.77981999999997
2017,2017-03-01,01K,4,104.88929999999999
2017,2017-03-01,09N,4,191.18544
2017,2017-03-01,08T,6,272.17109
2017,2017-03-01,03M,2,38.60556
2017,2017-03-01,00N,2,95.59891999999999
2017,2017-03-01,07R,11,665.0087699999999
2017,2017-03-01,08K,14,863.5097099999999
2017,2017-03-01,01A,13,715.74939
2017,2017-03-01,04D,9,477.9822099999999
2017,2017-03-01,05D,5,286.77197
2017,2017-03-01,08A,11,496.16764
2017,2017-03-01,05J,3,127.9866
2017,2017-03-01,06D,1,31.87044
2017,2017-03-01,06V,4,125.44611
2017,2017-03-01,10A,5,163.72652
2017,2017-03-01,06Q,10,477.95741
2017,2017-03-01,01W,3,414.19175
2017,2017-03-01,11A,19,756.07187
2017,2017-03-01,01D,2,95.59891999999999
2017,2017-03-01,07K,5,235.44921
2017,2017-03-01,00K,10,384.84374
2017,2017-03-01,04M,2,95.59891999999999
2017,2017-03-01,05W,25,777.8305499999999
2017,2017-03-01,02D,1,63.72848
2017,2017-03-01,06N,17,1295.0744
2017,2017-03-01,07N,11,582.6315199999999
2017,2017-03-01,11E,5,297.48821999999996
2017,2017-03-01,03Q,7,259.21918
2017,2017-03-01,03V,2,63.74088
2017,2017-03-01,99K,8,295.36093
2017,2017-03-01,15E,26,1518.99211
2017,2017-03-01,06W,8,327.5567
2017,2017-03-01,08X,8,435.76439999999997
2017,2017-03-01,04Q,3,127.46936
2017,2017-03-01,05A,8,159.53907999999998
2017,2017-03-01,01E,1,59.58198
2017,2017-03-01,99E,5,350.50046
2017,2017-03-01,07X,23,1089.97469
2017,2017-03-01,07Q,16,804.4727499999999
2017,2017-03-01,15N,77,3190.45854
2017,2017-03-01,99J,23,649.5019100000001
2017,2017-03-01,08E,15,875.18608
2017,2017-03-01,10V,18,554.36199
2017,2017-03-01,08C,5,292.29713999999996
2017,2017-03-01,00J,17,803.61919
2017,2017-03-01,RRF,2,40.57585
2017,2017-03-01,03A,5,240.78100999999998
2017,2017-03-01,15F,15,708.84528
2017,2017-03-01,07H,17,796.9598499999998
2017,2017-03-01,99M,7,417.21560999999997
2017,2017-03-01,10C,3,191.18545
2017,2017-03-01,14L,8,402.94800999999995
2017,2017-03-01,06A,8,138.6635
2017,2017-03-01,04N,2,91.44002
2017,2017-03-01,00P,17,654.97618
2017,2017-03-01,11X,35,1804.2651699999997
2017,2017-03-01,02A,9,318.69199999999995
2017,2017-03-01,05N,19,675.78045
2017,2017-03-01,08R,16,563.65737
2017,2017-03-01,07V,16,787.1769200000001
2017,2017-03-01,09H,4,286.59645
2017,2017-03-01,05V,9,476.36735999999996
2017,2017-03-01,05Y,5,232.35867
2017,2017-03-01,06Y,5,223.01868
2017,2017-03-01,03L,2,95.59891999999999
2017,2017-03-01,12D,10,251.76502
2017,2017-03-01,09W,22,444.21791
2017,2017-03-01,01F,4,108.81754
2017,2017-03-01,00C,4,102.34645
2017,2017-03-01,09D,6,369.83138999999994
2017,2017-03-01,08Q,6,264.24765
2017,2017-03-01,03E,4,350.48806
2017,2017-03-01,08G,4,110.38449
2017,2017-03-01,09G,14,732.4318499999999
2017,2017-03-01,99C,12,537.58899
2017,2017-03-01,03J,4,254.91393
2017,2017-03-01,06F,10,450.90812999999997
2017,2017-03-01,05G,21,835.81624
2017,2017-03-01,15C,28,1198.14113
2017,2017-03-01,00V,6,246.64572
2017,2017-03-01,05T,6,266.41101
2017,2017-03-01,09F,10,414.27851999999996
2017,2017-03-01,10X,6,197.45189
2017,2017-03-01,15D,4,196.86292999999998
2017,2017-03-01,05H,1,9.30278
2017,2017-03-01,99D,5,329.33387
2017,2017-03-01,03H,5,254.92633999999998
2017,2017-03-01,04L,3,127.46936
2017,2017-03-01,05L,7,316.64396
2017,2017-03-01,08F,7,362.28722999999997
2017,2017-03-01,03D,13,379.96875
2017,2017-03-01,03F,4,85.54324
2017,2017-03-01,00M,18,826.70901
2017,2017-03-01,02X,3,127.45696
2017,2017-03-01,03R,15,1529.78128
2017,2017-03-01,01G,8,189.07583999999997
2017,2017-03-01,03W,31,1209.84871
2017,2017-03-01,10R,6,350.51284999999996
2017,2017-03-01,04H,3,100.48933
2017,2017-03-01,05X,7,423.55026
2017,2017-03-01,01R,3,41.20416
2017,2017-03-01,08D,10,425.60871999999995
2017,2017-03-01,11J,20,903.7754
2017,2017-03-01,00Y,2,132.77325
2017,2017-03-01,06P,9,391.10109
2017,2017-03-01,03K,10,389.6876199999999
2017,2017-03-01,04V,16,635.3359499999999
2017,2017-03-01,07L,13,580.0882799999999
2017,2017-03-01,07J,14,491.86949
2017,2017-03-01,06H,39,1899.46767
2017,2017-03-01,07W,11,605.39668
2017,2017-03-01,99H,9,478.49943999999994
2017,2017-03-01,06L,14,614.0783299999999
2017,2017-03-01,04F,2,127.45696
2017,2017-03-01,04G,12,510.33912999999995
2017,2017-03-01,08N,23,1292.2451800000001
2017,2017-03-01,08Y,17,1500.06202
2017,2017-03-01,06T,7,359.03981999999996
2017,2017-03-01,01H,10,445.16959999999995
2017,2017-03-01,13T,14,763.78377
2017,2017-03-01,10D,8,216.68538
2017,2017-03-01,07G,3,191.18545
2017,2017-03-01,12F,19,261.06658999999996
2017,2017-03-01,99N,4,121.80804
2017,2017-03-01,02T,3,159.32739999999998
2017,2017-03-01,09C,3,72.26783999999999
2017,2017-03-01,09E,9,421.14448999999996
2017,2017-03-01,01C,6,233.77215
2017,2017-03-01,05Q,4,191.18543999999997
2017,2017-03-01,08J,8,249.78984
2017,2017-03-01,10Q,14,1178.92114
2017,2017-03-01,08H,37,1544.8183400000003
2017,2017-03-01,08W,16,737.4798499999998
2017,2017-03-01,14Y,6,186.66091
2017,2017-03-01,01J,2,95.59891999999999
2017,2017-04-01,03Q,5,159.62754999999999
2017,2017-04-01,15M,23,781.8968
2017,2017-04-01,04E,3,222.69903
2017,2017-04-01,10K,4,229.88853999999998
2017,2017-04-01,08G,4,104.00225999999999
2017,2017-04-01,03R,14,1070.76117
2017,2017-04-01,11M,36,1329.29584
2017,2017-04-01,00D,8,349.99634000000003
2017,2017-04-01,10D,2,71.70393
2017,2017-04-01,00Q,4,475.16211000000004
2017,2017-04-01,04G,15,733.7910300000001
2017,2017-04-01,05W,14,411.53699000000006
2017,2017-04-01,01K,2,78.62112
2017,2017-04-01,00L,7,318.1255
2017,2017-04-01,02T,3,159.08136000000002
2017,2017-04-01,03F,9,361.48806
2017,2017-04-01,15F,22,1240.20814
2017,2017-04-01,06M,7,193.1461
2017,2017-04-01,08E,14,825.1832400000001
2017,2017-04-01,99C,10,509.0653
2017,2017-04-01,06Q,5,190.91498
2017,2017-04-01,06P,4,155.05381
2017,2017-04-01,08V,12,574.97401
2017,2017-04-01,08W,15,823.2219399999999
2017,2017-04-01,08K,15,1007.9372300000001
2017,2017-04-01,14Y,4,128.93277
2017,2017-04-01,00P,9,233.41223
2017,2017-04-01,08R,11,641.6638700000001
2017,2017-04-01,10A,2,36.20135
2017,2017-04-01,00M,6,191.12739
2017,2017-04-01,02Q,4,103.62413000000001
2017,2017-04-01,03J,4,309.75803
2017,2017-04-01,06W,9,387.21489
2017,2017-04-01,05T,6,168.35737999999998
2017,2017-04-01,05L,8,341.91646000000003
2017,2017-04-01,99D,3,127.26012
2017,2017-04-01,05X,7,463.99955
2017,2017-04-01,00K,6,318.16271
2017,2017-04-01,00V,7,282.22633
2017,2017-04-01,01J,6,199.65538000000004
2017,2017-04-01,06H,33,1484.3001200000003
2017,2017-04-01,03W,30,1192.50072
2017,2017-04-01,15D,5,246.573
2017,2017-04-01,10J,6,254.54504000000003
2017,2017-04-01,01D,4,159.09375
2017,2017-04-01,07J,9,381.75556
2017,2017-04-01,99G,7,616.84115
2017,2017-04-01,05F,3,159.08135
2017,2017-04-01,08D,10,487.56935000000004
2017,2017-04-01,04C,14,511.00719
2017,2017-04-01,01F,3,103.98986
2017,2017-04-01,03M,2,61.109660000000005
2017,2017-04-01,05H,4,141.19582000000003
2017,2017-04-01,10L,4,222.71141
2017,2017-04-01,05C,4,508.99091
2017,2017-04-01,12F,17,175.68519000000003
2017,2017-04-01,04L,5,286.54149
2017,2017-04-01,02A,4,105.76119
2017,2017-04-01,09X,7,413.58920000000006
2017,2017-04-01,08F,7,280.1971
2017,2017-04-01,06L,13,608.19802
2017,2017-04-01,07Y,10,933.0670600000001
2017,2017-04-01,08X,2,68.27122
2017,2017-04-01,06N,13,690.7608999999999
2017,2017-04-01,04H,3,132.72021999999998
2017,2017-04-01,01Y,3,109.87581
2017,2017-04-01,06A,4,124.97247
2017,2017-04-01,06F,14,794.74773
2017,2017-04-01,07K,9,441.25809
2017,2017-04-01,04D,4,190.90258
2017,2017-04-01,11X,23,912.1727999999998
2017,2017-04-01,RJ8,1,3.29699
2017,2017-04-01,01A,11,560.87036
2017,2017-04-01,09J,9,339.50887
2017,2017-04-01,03L,2,152.80903999999998
2017,2017-04-01,06Y,9,359.19797000000005
2017,2017-04-01,10C,3,110.40349
2017,2017-04-01,02X,5,248.26033
2017,2017-04-01,15E,34,1853.08427
2017,2017-04-01,07H,18,1964.31305
2017,2017-04-01,08N,15,874.9825699999999
2017,2017-04-01,11J,13,489.47831
2017,2017-04-01,09Y,8,413.61400000000003
2017,2017-04-01,04Q,4,190.90258
2017,2017-04-01,00Y,2,125.24016
2017,2017-04-01,05G,17,694.35856
2017,2017-04-01,07L,6,97.882
2017,2017-04-01,02E,3,413.55201
2017,2017-04-01,07M,17,791.7045499999999
2017,2017-04-01,06V,7,239.8588
2017,2017-04-01,01T,1,4.65967
2017,2017-04-01,10X,3,101.20335
2017,2017-04-01,02P,5,127.58806
2017,2017-04-01,05R,6,242.68495000000001
2017,2017-04-01,01R,5,213.39426000000003
2017,2017-04-01,01G,6,166.48753
2017,2017-04-01,05D,4,159.09375
2017,2017-04-01,07R,11,544.9932
2017,2017-04-01,02W,2,63.64246
2017,2017-04-01,05A,8,312.85344
2017,2017-04-01,10R,4,254.52025
2017,2017-04-01,02R,4,254.52025
2017,2017-04-01,08H,30,1462.56806
2017,2017-04-01,12D,7,224.60755
2017,2017-04-01,15N,74,3699.47836
2017,2017-04-01,11A,23,927.6920500000001
2017,2017-04-01,01H,7,321.86336
2017,2017-04-01,07Q,13,577.1897100000001
2017,2017-04-01,00C,2,41.10966
2017,2017-04-01,02N,3,95.5513
2017,2017-04-01,04Y,5,242.72382
2017,2017-04-01,01C,4,148.26989
2017,2017-04-01,13T,9,413.62640000000005
2017,2017-04-01,08A,7,540.83694
2017,2017-04-01,10Q,10,633.76783
2017,2017-04-01,07G,3,190.89019000000002
2017,2017-04-01,07X,26,1141.8318000000002
2017,2017-04-01,09W,18,348.67117
2017,2017-04-01,08J,3,85.85439
2017,2017-04-01,99N,4,135.04743000000002
2017,2017-04-01,09N,2,63.63006
2017,2017-04-01,02G,1,31.82123
2017,2017-04-01,07P,12,699.94308
2017,2017-04-01,09P,4,104.77063000000001
2017,2017-04-01,06T,9,678.78452
2017,2017-04-01,05J,2,32.39651
2017,2017-04-01,07W,10,686.66151
2017,2017-04-01,07N,12,887.0541900000001
2017,2017-04-01,09H,3,107.12816
2017,2017-04-01,99H,8,368.58543
2017,2017-04-01,03N,7,233.44847000000004
2017,2017-04-01,11N,31,1077.3901099999998
2017,2017-04-01,05Y,6,121.82927000000001
2017,2017-04-01,06D,1,31.80883
2017,2017-04-01,08C,5,122.30202
2017,2017-04-01,99M,10,488.75246999999996
2017,2017-04-01,04V,14,526.84814
2017,2017-04-01,03V,3,95.46369
2017,2017-04-01,03E,1,127.24773
2017,2017-04-01,05N,20,843.3494000000001
2017,2017-04-01,02H,5,338.44561
2017,2017-04-01,04M,3,95.46369
2017,2017-04-01,99A,18,363.29709
2017,2017-04-01,11E,5,286.32908
2017,2017-04-01,09G,16,742.5013700000001
2017,2017-04-01,06K,23,1967.2016500000002
2017,2017-04-01,08L,9,386.46483
2017,2017-04-01,07V,12,630.4229
2017,2017-04-01,00T,4,104.14855
2017,2017-04-01,09F,6,190.92738
2017,2017-04-01,08Q,9,396.24821000000003
2017,2017-04-01,14L,7,326.88093
2017,2017-04-01,02M,4,104.77063
2017,2017-04-01,01V,6,158.30389
2017,2017-04-01,08M,14,969.4709400000002
2017,2017-04-01,01W,2,349.92195
2017,2017-04-01,09C,1,63.63006
2017,2017-04-01,04K,7,559.98707
2017,2017-04-01,99F,4,297.02894000000003
2017,2017-04-01,08Y,15,789.4376000000001
2017,2017-04-01,10E,4,250.38031
2017,2017-04-01,03D,8,316.95128
2017,2017-04-01,03H,6,477.20686000000006
2017,2017-04-01,03A,6,286.35387000000003
2017,2017-04-01,05Q,8,373.50048
2017,2017-04-01,99J,16,640.39716
2017,2017-04-01,00X,2,9.31934
2017,2017-04-01,09D,11,821.1061
2017,2017-04-01,01X,6,45.35486
2017,2017-04-01,08P,2,63.64246
2017,2017-04-01,15C,25,1105.09432
2017,2017-04-01,10V,11,581.97139
2017,2017-04-01,02Y,8,334.01289
2017,2017-04-01,00N,3,127.27252
2017,2017-04-01,09A,18,686.2202
2017,2017-04-01,15A,26,723.99242
2017,2017-04-01,99E,9,572.6705599999999
2017,2017-04-01,09L,1,31.82123
2017,2017-04-01,02D,1,63.63006
2017,2017-04-01,00J,15,683.39885
2017,2017-04-01,03K,11,418.88729
2017,2017-04-01,03T,10,307.74120000000005
2017,2017-04-01,07T,21,1183.8877499999999
2017,2017-04-01,99K,8,323.67042000000004
2017,2017-04-01,04N,3,218.55908
2017,2017-04-01,05V,6,227.12839
2017,2017-04-01,08T,10,399.03602
2017,2017-04-01,09E,10,401.59487
2017,2017-05-01,05X,7,414.13784
2017,2017-05-01,99M,9,780.88141
2017,2017-05-01,03A,7,337.16372
2017,2017-05-01,99E,8,560.76432
2017,2017-05-01,15A,22,786.48811
2017,2017-05-01,10V,14,508.4381
2017,2017-05-01,01Y,1,14.44308
2017,2017-05-01,02R,8,382.30016
2017,2017-05-01,03N,10,388.07206
2017,2017-05-01,99D,10,438.48444000000006
2017,2017-05-01,99H,16,636.0267
2017,2017-05-01,08R,10,337.238
2017,2017-05-01,07Y,17,1344.26916
2017,2017-05-01,99A,19,416.81120000000004
2017,2017-05-01,10C,3,132.09082
2017,2017-05-01,04H,3,132.32673
2017,2017-05-01,08D,11,732.6882400000001
2017,2017-05-01,01G,9,216.16367
2017,2017-05-01,12F,19,296.60052
2017,2017-05-01,08V,14,382.16395000000006
2017,2017-05-01,04C,17,773.6128799999999
2017,2017-05-01,07V,10,395.98627
2017,2017-05-01,06V,6,146.62959999999998
2017,2017-05-01,05R,3,127.42512
2017,2017-05-01,01X,4,28.92951
2017,2017-05-01,05W,20,646.0701300000001
2017,2017-05-01,00N,3,127.43752
2017,2017-05-01,02G,1,89.29448
2017,2017-05-01,09N,6,252.83992
2017,2017-05-01,99C,6,218.87952
2017,2017-05-01,09A,16,590.46257
2017,2017-05-01,09L,5,332.78999
2017,2017-05-01,04E,2,127.42512
2017,2017-05-01,06F,12,569.3048
2017,2017-05-01,06Q,11,573.4006400000001
2017,2017-05-01,08M,19,977.30426
2017,2017-05-01,15N,73,3380.46823
2017,2017-05-01,02D,3,127.43752
2017,2017-05-01,01W,3,415.77334
2017,2017-05-01,06A,6,196.04868
2017,2017-05-01,99K,15,553.40989
2017,2017-05-01,09H,5,265.57624
2017,2017-05-01,00Q,4,225.63074
2017,2017-05-01,08T,12,366.18905
2017,2017-05-01,09F,12,605.30032
2017,2017-05-01,04F,2,95.57504
2017,2017-05-01,14Y,7,169.29070000000002
2017,2017-05-01,02P,7,161.30455
2017,2017-05-01,07M,26,1082.8184099999999
2017,2017-05-01,11M,34,1640.08655
2017,2017-05-01,00C,4,134.01808
2017,2017-05-01,07N,6,275.08409
2017,2017-05-01,10A,4,132.10322
2017,2017-05-01,01F,4,173.2599
2017,2017-05-01,03W,33,1151.03634
2017,2017-05-01,05V,8,293.47583999999995
2017,2017-05-01,01A,12,619.9955199999999
2017,2017-05-01,05L,4,189.12736
2017,2017-05-01,01K,3,56.16103
2017,2017-05-01,00X,3,98.21802000000001
2017,2017-05-01,03J,4,180.63648
2017,2017-05-01,10L,6,349.05873
2017,2017-05-01,07W,10,487.16326000000004
2017,2017-05-01,06T,6,325.13097
2017,2017-05-01,03E,6,414.11303999999996
2017,2017-05-01,06P,14,606.8818600000001
2017,2017-05-01,08H,26,1001.25209
2017,2017-05-01,08L,12,730.77792
2017,2017-05-01,00M,11,460.03984
2017,2017-05-01,00Y,1,95.56264
2017,2017-05-01,15C,38,1773.26951
2017,2017-05-01,09X,8,409.43818999999996
2017,2017-05-01,03F,7,265.60104
2017,2017-05-01,04D,6,286.71272
2017,2017-05-01,05G,23,694.91006
2017,2017-05-01,11E,4,222.98776
2017,2017-05-01,07G,3,159.2876
2017,2017-05-01,02H,4,133.63269
2017,2017-05-01,07X,26,1143.77365
2017,2017-05-01,02Q,3,67.46174
2017,2017-05-01,03D,12,389.37268
2017,2017-05-01,03V,1,31.86248
2017,2017-05-01,06W,7,448.02525
2017,2017-05-01,07R,8,382.30016
2017,2017-05-01,08E,21,852.0747799999999
2017,2017-05-01,09D,8,579.73904
2017,2017-05-01,00V,9,369.87624000000005
2017,2017-05-01,05N,17,615.60294
2017,2017-05-01,07H,15,710.35728
2017,2017-05-01,09Y,7,231.57459000000003
2017,2017-05-01,13T,12,573.45024
2017,2017-05-01,99J,19,712.2211900000001
2017,2017-05-01,10K,10,568.11009
2017,2017-05-01,04Y,3,159.2876
2017,2017-05-01,15D,8,194.42499
2017,2017-05-01,07J,7,206.30912999999998
2017,2017-05-01,09J,4,127.44992
2017,2017-05-01,04N,4,155.12976
2017,2017-05-01,09W,15,376.57717
2017,2017-05-01,02A,8,286.74992000000003
2017,2017-05-01,08C,3,125.41480000000001
2017,2017-05-01,04G,13,547.98986
2017,2017-05-01,10E,4,275.65092
2017,2017-05-01,15F,25,1406.2457600000002
2017,2017-05-01,05A,8,280.83935
2017,2017-05-01,99N,8,320.78448000000003
2017,2017-05-01,15E,41,2184.92122
2017,2017-05-01,05Q,6,282.56728
2017,2017-05-01,08Y,15,871.15178
2017,2017-05-01,03R,14,1372.15906
2017,2017-05-01,11A,20,1064.89812
2017,2017-05-01,02N,6,213.09952
2017,2017-05-01,08A,14,1083.07633
2017,2017-05-01,03K,11,453.30287000000004
2017,2017-05-01,99F,2,74.43856000000001
2017,2017-05-01,00K,7,314.44216
2017,2017-05-01,11X,37,1642.29311
2017,2017-05-01,08Q,13,639.7153000000001
2017,2017-05-01,06M,9,446.15105000000005
2017,2017-05-01,01D,3,127.43752
2017,2017-05-01,10Q,13,853.83281
2017,2017-05-01,00T,7,337.98478
2017,2017-05-01,03T,5,129.14428
2017,2017-05-01,09P,9,342.1468
2017,2017-05-01,06H,38,1695.4975399999998
2017,2017-05-01,02X,4,136.72557999999998
2017,2017-05-01,11J,21,835.00602
2017,2017-05-01,10X,5,169.21955
2017,2017-05-01,05J,2,32.43836
2017,2017-05-01,01V,4,94.31868
2017,2017-05-01,02F,3,140.31227
2017,2017-05-01,07K,5,139.84014000000002
2017,2017-05-01,99G,7,467.32439999999997
2017,2017-05-01,09G,9,476.6046600000001
2017,2017-05-01,07T,23,1031.6474199999998
2017,2017-05-01,02Y,10,420.34541
2017,2017-05-01,06K,21,1967.23264
2017,2017-05-01,09E,6,216.30259
2017,2017-05-01,07Q,17,639.64101
2017,2017-05-01,08X,6,445.97553
2017,2017-05-01,06N,15,446.62272
2017,2017-05-01,08G,6,182.85203
2017,2017-05-01,14L,16,576.34111
2017,2017-05-01,05F,2,191.12528
2017,2017-05-01,01C,8,148.88038
