month,pct,items_more_than_two,all_items,items_percent_more_than_two
2018-05-01,10K,84,4918,1.7080113867425781
2018-06-01,06M,149,8728,1.7071494042163153
2018-10-01,07T,93,5451,1.7061089708310402
2019-03-01,08A,127,7444,1.7060720042987643
2017-03-01,00M,239,14013,1.705559123670877
2018-03-01,09N,71,4163,1.705500840739851
2017-06-01,00K,212,12431,1.7054138846432305
2018-11-01,08T,83,4868,1.7050123253903042
2018-05-01,09N,70,4108,1.7039922103213243
2018-07-01,00J,163,9567,1.70377338768684
2017-04-01,09H,56,3289,1.7026451809060503
2018-12-01,06M,157,9222,1.702450661461722
2018-07-01,03E,62,3642,1.7023613399231192
2017-12-01,09F,109,6404,1.7020612117426608
2019-02-01,09N,69,4055,1.7016029593094943
2019-01-01,09H,59,3470,1.7002881844380404
2018-02-01,08R,66,3882,1.7001545595054095
2017-01-01,09H,62,3647,1.7000274197970935
2017-10-01,15M,594,34946,1.6997653522577691
2017-08-01,11E,68,4001,1.6995751062234439
2017-03-01,09H,64,3766,1.6994158258098777
2017-11-01,15N,667,39269,1.698540833736535
2017-11-01,15E,751,44220,1.6983265490728177
2017-05-01,08R,70,4122,1.6982047549733137
2017-07-01,08W,101,5948,1.6980497646267654
2018-11-01,10Q,275,16196,1.6979501111385527
2019-06-01,06M,135,7958,1.6964061321940185
2019-05-01,15C,404,23817,1.696267372045178
2017-03-01,15F,417,24590,1.6958113054087027
2018-02-01,05Y,177,10438,1.6957271507951714
2017-11-01,00K,213,12562,1.6955898742238498
2018-07-01,03Q,158,9322,1.694915254237288
2017-12-01,15C,456,26906,1.6947892663346467
2017-12-01,05J,87,5134,1.6945851188157384
2017-04-01,03D,69,4072,1.694499017681729
2019-07-01,09F,92,5431,1.6939790093905358
2017-08-01,10E,90,5313,1.693958215697346
2018-03-01,04M,51,3011,1.6937894387246761
2019-07-01,11E,69,4074,1.6936671575846833
2019-02-01,99K,62,3662,1.6930638995084655
2019-02-01,08A,119,7030,1.6927453769559033
2017-06-01,09N,69,4077,1.692420897718911
2017-05-01,03R,259,15309,1.6918152720621855
2017-02-01,05T,124,7332,1.691216584833606
2017-12-01,99K,74,4377,1.6906557002513138
2019-06-01,08F,111,6566,1.6905269570514772
2017-12-01,15N,684,40466,1.6903079128156973
2019-04-01,99K,63,3728,1.6899141630901289
2018-08-01,15D,149,8818,1.6897255613517805
2017-01-01,09F,103,6099,1.688801442859485
2018-10-01,15C,426,25229,1.6885330373776208
2018-11-01,11E,76,4501,1.6885136636303044
2019-04-01,06M,138,8173,1.6884864798727517
2018-07-01,15M,574,33997,1.6883842692002236
2018-06-01,03D,73,4325,1.6878612716763004
2018-01-01,15E,743,44060,1.6863368134362233
2017-06-01,99M,81,4805,1.6857440166493238
2017-03-01,15N,642,38105,1.6848182653195118
2019-06-01,08A,118,7004,1.6847515705311251
2019-02-01,02N,78,4632,1.6839378238341969
2018-04-01,09F,92,5465,1.6834400731930468
2018-04-01,06N,212,12596,1.6830739917434105
2017-04-01,00K,185,10993,1.6828891112526154
2018-05-01,10Q,269,15985,1.68282765092274
2018-01-01,05J,87,5170,1.6827852998065762
2019-06-01,07P,113,6716,1.6825491363907086
2019-01-01,06M,155,9213,1.6824052968631282
2017-11-01,10K,91,5409,1.6823812164910337
2018-03-01,00C,56,3330,1.6816816816816818
2018-03-01,08D,96,5710,1.6812609457092822
2018-07-01,11E,72,4283,1.6810646742937192
2017-09-01,00K,203,12076,1.6810202053660153
2017-03-01,08G,125,7439,1.6803333781422232
2018-04-01,05J,72,4285,1.6802800466744459
2018-06-01,09F,91,5416,1.6802067946824224
2018-01-01,09F,104,6191,1.679857858181231
2017-02-01,11E,68,4050,1.6790123456790123
2019-02-01,10Q,251,14955,1.678368438649281
2018-06-01,99M,80,4768,1.6778523489932886
2019-07-01,09E,94,5603,1.6776726753524898
2017-08-01,09P,106,6319,1.677480614021206
2018-05-01,03E,64,3817,1.676709457689285
2018-05-01,05Y,180,10737,1.6764459346186085
2019-04-01,10C,35,2088,1.6762452107279693
2018-10-01,00J,167,9967,1.6755292465134946
2019-05-01,05J,78,4657,1.6748980030062273
2018-05-01,15N,610,36422,1.674811926857394
2018-01-01,09N,75,4479,1.6744809109176158
2018-09-01,15N,573,34220,1.674459380479252
2017-08-01,00K,197,11769,1.673889030503866
2018-01-01,00K,220,13146,1.673512855621482
2018-03-01,15N,618,36935,1.673209692703398
2019-01-01,99M,89,5320,1.6729323308270678
2018-04-01,15C,379,22655,1.6729198852350475
2017-12-01,03Q,168,10043,1.6728069302001394
2017-02-01,00M,206,12315,1.6727568006496143
2018-10-01,06N,227,13574,1.67231471931634
2017-02-01,15C,384,22970,1.6717457553330433
2018-09-01,09N,61,3649,1.6716908742121128
2019-06-01,00C,53,3172,1.6708701134930641
2018-09-01,00J,157,9403,1.6696798893970008
2018-06-01,09N,69,4133,1.6694894749576579
2018-03-01,07L,100,5990,1.669449081803005
2018-02-01,00K,183,10964,1.669098869025903
2017-03-01,11E,77,4614,1.6688339835283919
2017-06-01,08F,115,6894,1.668117203365245
2018-07-01,10K,83,4977,1.6676712879244524
2017-11-01,05T,142,8515,1.6676453317674693
2018-05-01,07L,96,5760,1.6666666666666667
2017-06-01,00M,216,12960,1.6666666666666667
2018-10-01,99K,67,4020,1.6666666666666667
2018-12-01,07T,88,5281,1.66635106987313
2018-10-01,11E,78,4684,1.6652433817250214
2019-02-01,06M,140,8412,1.6642891107941038
2017-10-01,08W,107,6431,1.6638158917742187
2018-11-01,03Q,158,9498,1.6635081069698885
2019-02-01,10L,78,4693,1.662049861495845
2017-01-01,04M,49,2949,1.6615801966768398
2018-08-01,09N,63,3794,1.6605166051660518
2017-02-01,08G,111,6685,1.6604338070306657
2018-07-01,08F,111,6690,1.6591928251121077
2017-02-01,03D,66,3978,1.6591251885369533
2019-06-01,99H,85,5128,1.6575663026521061
2018-03-01,10Q,258,15572,1.6568199332134599
2017-10-01,05Y,187,11291,1.656186343105128
2018-05-01,15E,671,40535,1.655359565807327
2017-02-01,03F,214,12930,1.6550657385924206
2017-01-01,15M,595,35968,1.6542482206405695
2018-04-01,03E,58,3507,1.6538351867693184
2017-03-01,08W,115,6954,1.6537244751222318
2017-01-01,00K,203,12279,1.653229090316801
2017-04-01,08W,94,5687,1.6528925619834711
2018-07-01,09F,94,5688,1.6526019690576654
2019-04-01,15E,629,38084,1.6516122256065537
2017-06-01,11E,73,4420,1.65158371040724
2017-07-01,00L,182,11021,1.6513927955720895
2018-05-01,09F,95,5753,1.6513123587693377
2018-03-01,08F,116,7025,1.6512455516014233
2018-10-01,08T,82,4966,1.6512283527990335
2019-05-01,08T,79,4785,1.6509926854754442
2019-04-01,08F,109,6604,1.6505148394912172
2017-09-01,03D,71,4303,1.6500116198001396
2018-10-01,15E,706,42808,1.6492244440291535
2017-11-01,08T,83,5035,1.6484607745779545
2018-02-01,15N,568,34458,1.6483835393812758
2017-03-01,10K,85,5157,1.6482451037424861
2017-12-01,08P,70,4250,1.647058823529412
2017-05-01,00P,210,12753,1.6466713714420136
2017-04-01,11E,67,4069,1.6465962152863112
2019-06-01,09H,49,2976,1.646505376344086
2018-04-01,03R,238,14456,1.6463752075262867
2017-04-01,02F,120,7290,1.646090534979424
2018-07-01,05J,76,4619,1.6453777873998703
2018-05-01,15M,562,34158,1.6452953920018738
2018-03-01,06M,148,9000,1.6444444444444446
2017-01-01,06W,98,5961,1.6440194598221776
2017-08-01,06W,91,5536,1.6437861271676302
2018-08-01,00J,159,9673,1.6437506461283988
2018-07-01,15E,649,39493,1.6433291975793178
2018-04-01,01V,56,3408,1.643192488262911
2017-10-01,03M,78,4747,1.643143037708026
2017-07-01,01V,57,3470,1.6426512968299711
2018-02-01,09F,89,5421,1.6417635122671095
2018-07-01,03R,243,14802,1.6416700445885692
2018-05-01,08D,90,5483,1.6414371694327923
2019-04-01,09F,94,5729,1.6407750043637634
2018-01-01,05Y,196,11953,1.6397557098636324
2017-08-01,08G,101,6162,1.6390782213567026
2017-02-01,07L,95,5796,1.6390614216701171
2019-01-01,03D,77,4705,1.636556854410202
2017-09-01,99M,77,4706,1.6362090947726307
2018-04-01,03Q,148,9049,1.635539838656205
2018-02-01,15E,637,38951,1.635388051654643
2017-01-01,03D,73,4464,1.6353046594982081
2017-03-01,15D,171,10457,1.6352682413694177
2019-04-01,11E,68,4159,1.6350084154844915
2019-02-01,03D,67,4099,1.6345450109782875
2017-04-01,00L,173,10584,1.6345427059712776
2018-06-01,15M,566,34633,1.6342794444604858
2019-06-01,05Y,171,10466,1.633862029428626
2017-01-01,03M,80,4898,1.6333197223356473
2017-06-01,08G,111,6796,1.633313713949382
2017-07-01,99E,127,7776,1.6332304526748969
2017-02-01,06W,93,5695,1.6330114135206322
2017-09-01,03R,244,14945,1.6326530612244898
2019-07-01,08D,92,5635,1.6326530612244898
2018-02-01,00J,139,8519,1.631646906913957
2019-05-01,04M,48,2942,1.6315431679129844
2019-06-01,10L,76,4659,1.63125134148959
2019-02-01,15E,619,37969,1.630277331507282
2018-11-01,15E,681,41773,1.6302396284681493
2017-11-01,03R,258,15826,1.6302287375205358
2018-12-01,08F,119,7301,1.6299137104506232
2019-02-01,15C,363,22275,1.6296296296296295
2017-10-01,15E,713,43754,1.6295652968871417
2018-04-01,03M,73,4481,1.6291006471769693
2017-12-01,08F,128,7858,1.628913209468058
2019-01-01,07T,90,5527,1.6283698208793198
2018-12-01,03D,74,4546,1.627804663440387
2017-10-01,11E,74,4546,1.627804663440387
2019-03-01,08D,96,5900,1.6271186440677967
2018-10-01,04M,50,3073,1.6270745200130166
2019-01-01,02T,129,7930,1.626733921815889
2017-05-01,15F,372,22875,1.6262295081967213
2018-07-01,09N,63,3874,1.626226122870418
2019-07-01,10Q,252,15515,1.6242346116661297
2017-01-01,00M,222,13670,1.6239941477688369
2017-11-01,09E,101,6221,1.623533194020254
2018-02-01,03M,70,4312,1.6233766233766231
2018-11-01,05Y,189,11657,1.621343398816162
2017-07-01,10K,75,4627,1.6209206829479146
2017-07-01,08F,108,6663,1.6208914903196758
2017-05-01,08G,113,6972,1.6207687894434881
2017-11-01,08G,121,7471,1.6195957703118726
2017-10-01,03R,249,15376,1.6194068678459936
2017-03-01,08P,66,4078,1.6184404119666502
2019-04-01,08D,88,5439,1.6179444750873322
2019-03-01,06M,141,8716,1.6177145479577788
2017-09-01,15F,358,22151,1.6161798564398897
2017-11-01,11E,77,4765,1.61594963273872
2018-11-01,08G,109,6750,1.6148148148148147
2017-03-01,08F,119,7378,1.6129032258064515
2018-05-01,04M,48,2977,1.6123614376889486
2018-04-01,09N,63,3912,1.6104294478527608
2019-07-01,03Q,157,9752,1.609926168990976
2018-02-01,15M,517,32128,1.609188247011952
2017-07-01,08G,108,6718,1.6076213158678176
2017-11-01,09N,72,4479,1.6075016744809107
2017-04-01,03M,71,4418,1.607062019013128
2017-06-01,00D,229,14250,1.6070175438596492
2017-03-01,09F,96,5975,1.6066945606694563
2019-01-01,15C,411,25586,1.606347221136559
2018-01-01,08R,72,4484,1.6057091882247994
2019-06-01,04M,45,2803,1.6054227613271492
2019-01-01,09F,96,5982,1.60481444332999
2018-06-01,05J,72,4488,1.6042780748663104
2018-09-01,15D,149,9291,1.6037025078032503
2018-09-01,10K,75,4677,1.603592046183451
2018-06-01,08D,89,5552,1.6030259365994237
2018-06-01,04M,47,2932,1.6030013642564802
2018-12-01,09N,69,4305,1.6027874564459932
2017-09-01,05T,120,7492,1.601708489054992
2018-05-01,00C,53,3310,1.6012084592145017
2017-09-01,99E,125,7808,1.6009221311475408
2019-04-01,09Y,111,6939,1.599654128837008
2017-05-01,03M,74,4627,1.5993084071752754
2018-10-01,05Y,190,11888,1.598250336473755
2017-07-01,09P,98,6134,1.5976524290837952
2018-10-01,03Q,152,9514,1.5976455749421903
2017-04-01,08R,62,3881,1.597526410718887
2018-03-01,15M,550,34431,1.5973976939386019
2018-01-01,15C,418,26178,1.5967606387042557
2019-03-01,07L,91,5703,1.5956514115377871
2019-07-01,04M,50,3134,1.595405232929164
2019-07-01,15C,344,21562,1.5953993136072722
2017-10-01,00K,195,12225,1.5950920245398774
2019-05-01,15E,638,40004,1.5948405159484054
2019-07-01,06N,214,13420,1.594634873323398
2017-01-01,05L,316,19840,1.5927419354838708
2017-08-01,15D,143,8979,1.5926049671455618
2018-11-01,03D,73,4584,1.5924956369982548
2017-03-01,05L,317,19908,1.5923246935905164
2017-02-01,03N,297,18652,1.5923225391378941
2019-03-01,08P,60,3771,1.591089896579157
2019-04-01,09H,52,3270,1.5902140672782874
2017-12-01,03R,251,15786,1.5900164702901305
2019-03-01,15C,383,24091,1.5898053214893528
2018-05-01,08W,91,5725,1.589519650655022
2018-01-01,00J,164,10320,1.5891472868217054
2019-07-01,09H,46,2895,1.5889464594127805
2018-05-01,00M,207,13034,1.5881540586159277
2018-07-01,03D,70,4408,1.588021778584392
2017-11-01,03D,71,4474,1.586946803755029
2018-09-01,00C,48,3025,1.5867768595041323
2017-01-01,15F,384,24200,1.5867768595041323
2018-12-01,10Q,262,16523,1.5856684621436787
2017-04-01,01V,51,3217,1.5853279452906437
2017-04-01,00D,199,12553,1.5852784195013143
2017-11-01,00L,188,11865,1.5844922039612304
2017-05-01,00K,199,12564,1.5838904807386183
2018-02-01,01V,55,3473,1.5836452634609848
2017-02-01,00D,197,12446,1.58283785955327
2017-11-01,15M,573,36206,1.5826106170248024
2018-12-01,00J,161,10176,1.5821540880503144
2018-04-01,15M,518,32745,1.5819209039548021
2019-01-01,11E,77,4868,1.5817584223500412
2018-05-01,11E,72,4554,1.5810276679841897
2017-04-01,02P,179,11327,1.5802948706630175
2019-02-01,08T,73,4621,1.5797446440164467
2019-06-01,07T,77,4876,1.579163248564397
2018-07-01,15N,557,35281,1.5787534366939713
2017-12-01,03D,76,4815,1.5784008307372792
2019-02-01,08D,81,5132,1.578332034294622
2019-05-01,07T,81,5132,1.578332034294622
2017-05-01,07N,93,5893,1.5781435601561176
2018-06-01,00M,199,12612,1.577862353314304
2017-04-01,15F,327,20725,1.577804583835947
2019-01-01,03Q,153,9698,1.5776448752320067
2017-01-01,03F,231,14643,1.5775455849211226
2017-09-01,08W,97,6152,1.5767230169050714
2018-10-01,15M,546,34634,1.57648553444592
2018-01-01,15N,620,39338,1.576084193400783
2019-05-01,09N,64,4061,1.5759665107116474
2018-12-01,15N,626,39743,1.5751201469441158
2018-05-01,08P,59,3746,1.5750133475707422
2017-08-01,03M,77,4889,1.574964205358969
2017-06-01,03F,234,14858,1.574909139857316
2019-03-01,05J,71,4509,1.5746285207363053
2017-10-01,09L,58,3685,1.5739484396200814
2017-07-01,09H,52,3304,1.573849878934625
2019-04-01,15N,549,34887,1.5736520767047897
2018-06-01,06N,207,13158,1.573187414500684
2018-01-01,03D,74,4704,1.5731292517006803
2018-04-01,00C,49,3115,1.5730337078651686
2019-03-01,02T,111,7059,1.572460688482788
2019-03-01,03Q,146,9286,1.572259315097997
2017-02-01,00L,163,10370,1.5718418514946961
2018-01-01,03Q,159,10116,1.571767497034401
2019-03-01,03E,59,3754,1.5716568993074054
2019-01-01,06N,224,14253,1.5715989616221147
2017-05-01,08F,111,7063,1.5715701543253575
2019-01-01,08D,95,6045,1.5715467328370554
2018-11-01,15M,541,34432,1.5712128252788105
2018-10-01,10K,78,4965,1.570996978851964
2019-05-01,07L,91,5795,1.5703192407247626
2017-06-01,15D,153,9748,1.569552728764875
2017-11-01,15F,370,23574,1.5695257487062015
2018-01-01,15M,587,37405,1.5693089159203315
2018-10-01,99M,80,5098,1.5692428403295409
2018-02-01,03R,213,13576,1.5689451974071893
2019-07-01,10K,72,4592,1.5679442508710801
2017-02-01,02P,178,11357,1.5673153121422911
2018-10-01,03R,249,15888,1.5672205438066467
2017-08-01,02F,119,7596,1.5666140073723012
2018-06-01,15N,560,35755,1.5662145154523843
2018-11-01,00J,155,9904,1.5650242326332795
2019-06-01,08R,59,3770,1.5649867374005304
2018-08-01,00K,189,12079,1.5646990644920935
2018-02-01,05T,115,7351,1.564413005033329
2019-06-01,03Q,139,8886,1.5642583839747919
2019-06-01,11E,65,4156,1.5640038498556306
2018-06-01,00L,179,11445,1.564001747487986
2017-04-01,03F,198,12663,1.5636105188343994
2017-12-01,03M,81,5182,1.5631030490158242
2017-12-01,11E,79,5055,1.5628090999010882
2019-03-01,00C,51,3264,1.5625
2017-12-01,15M,585,37443,1.5623748097107604
2017-07-01,15F,338,21635,1.5622833371851168
2017-06-01,05T,123,7877,1.5615081883965976
2017-03-01,11X,241,15435,1.561386459345643
2018-09-01,15M,491,31454,1.5610097284924016
2019-06-01,00J,146,9356,1.5604959384352288
2017-09-01,10K,77,4935,1.5602836879432624
2017-10-01,15F,363,23278,1.5594123206461035
2018-08-01,00M,192,12314,1.559200909533864
2019-04-01,10K,74,4750,1.5578947368421052
2017-11-01,08R,71,4558,1.5577007459412022
2018-12-01,05J,76,4881,1.5570579799221471
2017-03-01,03F,230,14772,1.5569997292174385
2018-02-01,00D,198,12718,1.5568485610945118
2019-03-01,15E,618,39699,1.5567142749187637
2019-03-01,05Y,177,11374,1.5561807631440125
2018-03-01,03Q,144,9254,1.5560838556299978
2019-04-01,07L,86,5527,1.555997828840239
2018-10-01,08R,63,4049,1.5559397382069649
2017-09-01,00J,148,9512,1.5559293523969722
2017-09-01,00L,174,11184,1.555793991416309
2019-04-01,08P,58,3729,1.5553767766157145
2017-07-01,07N,85,5465,1.555352241537054
2018-08-01,03Q,138,8873,1.555280063112814
2018-01-01,11E,76,4887,1.5551463065275222
2019-01-01,99K,69,4437,1.555104800540906
2017-08-01,04K,176,11319,1.5549076773566568
2018-01-01,03E,64,4118,1.5541525012141815
2018-06-01,03R,232,14930,1.5539182853315472
2017-08-01,08F,101,6502,1.5533681944017226
2017-09-01,03F,221,14233,1.552729572121127
2017-02-01,03M,67,4315,1.5527230590961763
2017-08-01,00L,178,11465,1.5525512429132142
2017-09-01,03M,74,4768,1.552013422818792
2017-03-01,06D,57,3674,1.5514425694066412
2018-09-01,05Q,95,6125,1.5510204081632653
2017-10-01,00D,215,13862,1.5510027413071705
2018-05-01,00J,153,9868,1.5504661532225374
2017-10-01,05T,121,7807,1.549891123350839
2018-10-01,03E,62,4002,1.5492253873063468
2018-07-01,00C,51,3292,1.5492102065613609
2019-07-01,15M,535,34538,1.5490184724072038
2019-02-01,04M,45,2906,1.5485203028217482
2018-05-01,08R,64,4134,1.548137397194001
2017-03-01,03M,75,4846,1.5476681799422205
2018-07-01,06W,87,5624,1.5469416785206258
2018-03-01,05T,118,7629,1.5467295844802726
2017-10-01,08P,61,3946,1.5458692346680183
2019-05-01,02T,113,7310,1.545827633378933
2017-04-01,09N,60,3882,1.545595054095827
2019-01-01,08R,68,4400,1.5454545454545454
2018-12-01,09X,75,4853,1.5454358128992376
2018-06-01,08T,69,4465,1.5453527435610304
2018-02-01,08P,55,3560,1.544943820224719
2017-02-01,05L,280,18127,1.544657141280962
2019-07-01,09N,60,3885,1.5444015444015444
2017-08-01,00D,208,13481,1.5429122468659595
2019-06-01,15E,580,37606,1.542307078657661
2019-05-01,06N,206,13364,1.5414546542951213
2017-03-01,02F,130,8434,1.5413801280531183
2017-06-01,00L,181,11743,1.5413437792727582
2018-05-01,03R,233,15119,1.5411072160857198
2018-04-01,11E,67,4348,1.5409383624655013
2019-01-01,05J,77,4998,1.5406162464985995
2018-03-01,08P,58,3766,1.5400955921402018
2019-03-01,09N,64,4156,1.539942252165544
2018-03-01,03R,234,15201,1.5393724097098875
2017-07-01,99F,78,5067,1.5393724097098875
2019-01-01,08F,119,7732,1.539058458354889
2018-03-01,00M,203,13190,1.5390447308567097
2019-05-01,11E,69,4484,1.5388046387154326
2019-05-01,15M,526,34194,1.5382815698660584
2017-10-01,03D,69,4488,1.537433155080214
2018-11-01,03E,59,3838,1.5372589890568005
2017-10-01,99M,78,5074,1.5372487189594009
2019-03-01,08R,63,4100,1.5365853658536586
2018-08-01,15N,524,34103,1.5365217136322318
2017-06-01,03D,69,4492,1.5360641139804097
2019-06-01,15N,524,34117,1.5358911979365126
2019-06-01,07L,83,5408,1.5347633136094674
2017-04-01,04K,163,10621,1.5346954147443743
2019-02-01,15M,488,31806,1.534301704080991
2017-07-01,04K,175,11406,1.5342802034017184
2017-05-01,10E,88,5736,1.5341701534170153
2019-01-01,15M,557,36316,1.5337592245842053
2018-04-01,00L,167,10891,1.5333761821687633
2019-05-01,99K,59,3849,1.532865679397246
2018-09-01,08F,101,6589,1.5328577932918501
2017-09-01,07V,133,8678,1.5326112007374972
2017-08-01,11X,212,13837,1.53212401532124
2017-09-01,09P,99,6462,1.532033426183844
2017-02-01,08W,92,6007,1.5315465290494423
2018-04-01,15N,523,34160,1.5310304449648713
2019-02-01,00J,142,9281,1.5300075422907016
2017-01-01,08F,120,7844,1.5298317185109638
2017-07-01,99M,69,4511,1.5295943249833739
2018-06-01,00D,211,13797,1.529317967674132
2018-07-01,00L,172,11250,1.5288888888888887
2019-05-01,99M,73,4776,1.5284757118927972
2018-11-01,07L,91,5957,1.527614571092832
2017-08-01,05Q,93,6088,1.5275952693823915
2018-01-01,03R,246,16104,1.527570789865872
2017-10-01,08F,108,7071,1.5273652948663556
2019-07-01,09L,52,3405,1.5271659324522762
2018-05-01,06W,88,5766,1.5261879986125564
2018-12-01,06N,210,13760,1.5261627906976742
2018-01-01,08P,63,4131,1.5250544662309369
2018-10-01,08F,112,7346,1.524639259460931
2018-08-01,00D,213,13973,1.5243684248192944
2018-07-01,15D,144,9448,1.5241320914479255
2019-02-01,03E,56,3676,1.5233949945593037
2019-07-01,05Y,163,10700,1.5233644859813085
2017-05-01,05L,291,19108,1.5229223361942643
2018-12-01,15M,536,35196,1.522900329582907
2018-06-01,05Q,102,6699,1.522615315718764
2019-02-01,07L,81,5320,1.5225563909774436
2017-01-01,02F,127,8343,1.5222342083183507
2019-04-01,04M,44,2892,1.5214384508990317
2018-02-01,99M,65,4274,1.5208235844642022
2017-12-01,05T,131,8616,1.520427112349118
2017-05-01,02P,190,12504,1.5195137555982086
2019-04-01,08A,112,7372,1.519262072707542
2018-02-01,00M,178,11721,1.518641754116543
2019-05-01,00J,153,10078,1.5181583647549117
2018-03-01,11E,65,4282,1.5179822512844465
2017-12-01,08G,109,7181,1.517894443670798
