practice,bnf_name,items,quantity
M92008,Sildenafil_Tab 50mg,13,104
L84051,Sildenafil_Tab 100mg,18,104
J82056,Tadalafil_Tab 20mg,20,104
F81645,Sildenafil_Tab 100mg,24,104
K83009,Sildenafil_Tab 100mg,25,104
K82008,Sildenafil_Tab 100mg,17,104
K84037,Tadalafil_Tab 20mg,14,104
C84055,Sildenafil_Tab 25mg,4,104
K83009,Tadalafil_Tab 20mg,2,104
N81127,Sildenafil_Tab 50mg,14,104
C81094,Sildenafil_Tab 100mg,22,104
A82045,Sildenafil_Tab 100mg,20,104
J82165,Sildenafil_Tab 100mg,11,104
A82031,Sildenafil_Tab 100mg,13,104
P87026,Sildenafil_Tab 100mg,20,104
M85087,Tadalafil_Tab 10mg,8,104
C83025,Sildenafil_Tab 50mg,22,104
E82115,Sildenafil_Tab 50mg,17,104
G81030,Sildenafil_Tab 100mg,14,104
K82017,Sildenafil_Tab 50mg,18,104
B82008,Sildenafil_Tab 100mg,19,104
P81160,Sildenafil_Tab 50mg,18,104
A82075,Sildenafil_Tab 100mg,17,104
F86650,Sildenafil_Tab 50mg,21,104
J84020,Sildenafil_Tab 50mg,11,104
M85037,Sildenafil_Tab 100mg,14,104
H81082,Sildenafil_Tab 50mg,13,104
F84046,Sildenafil_Tab 50mg,9,104
C86016,Sildenafil_Tab 100mg,18,104
M92012,Sildenafil_Tab 100mg,21,104
M84031,Sildenafil_Tab 100mg,16,104
M83738,Sildenafil_Tab 50mg,18,104
K84012,Sildenafil_Tab 50mg,13,104
B81009,Sildenafil_Tab 50mg,25,104
G81011,Sildenafil_Tab 50mg,11,104
H82067,Sildenafil_Tab 100mg,16,104
D82046,Sildenafil_Tab 50mg,18,104
J81068,Sildenafil_Tab 100mg,18,104
M82048,Sildenafil_Tab 100mg,15,104
G81082,Sildenafil_Tab 100mg,22,104
E85657,Sildenafil_Tab 100mg,11,104
C84072,Sildenafil_Tab 50mg,17,104
P84652,Sildenafil_Tab 100mg,22,104
P84045,Sildenafil_Tab 25mg,3,104
B86043,Sildenafil_Tab 100mg,13,104
N81108,Sildenafil_Tab 100mg,24,104
K81036,Sildenafil_Tab 50mg,9,104
D82024,Sildenafil_Tab 50mg,21,104
Y02960,Sildenafil_Tab 100mg,18,104
F81136,Sildenafil_Tab 100mg,23,104
H85686,Sildenafil_Tab 50mg,13,104
H85007,Tadalafil_Tab 20mg,12,104
G81663,Sildenafil_Tab 100mg,14,104
J83055,Sildenafil_Tab 50mg,20,104
P86011,Tadalafil_Tab 20mg,14,104
L83003,Sildenafil_Tab 50mg,19,104
P81067,Sildenafil_Tab 50mg,25,104
L85064,Sildenafil_Tab 50mg,16,104
M81007,Sildenafil_Tab 100mg,22,104
D83056,Sildenafil_Tab 50mg,17,104
L83628,Sildenafil_Tab 100mg,20,104
G83021,Sildenafil_Tab 50mg,14,104
G83037,Sildenafil_Tab 100mg,14,104
P81014,Sildenafil_Tab 100mg,9,104
P82012,Sildenafil_Tab 100mg,22,104
H81615,Tadalafil_Tab 20mg,10,104
B82105,Sildenafil_Tab 100mg,18,104
N82090,Sildenafil_Tab 100mg,14,104
M88040,Sildenafil_Tab 100mg,17,104
A83028,Sildenafil_Tab 50mg,23,104
A82010,Sildenafil_Tab 50mg,16,104
G85001,Sildenafil_Tab 100mg,12,104
M81001,Tadalafil_Tab 20mg,12,104
M85066,Sildenafil_Tab 50mg,18,104
M81081,Sildenafil_Tab 100mg,10,104
A84037,Sildenafil_Tab 100mg,14,104
D82068,Sildenafil_Tab 100mg,20,104
C83048,Tadalafil_Tab 20mg,16,104
Y02526,Sildenafil_Tab 50mg,9,104
J82035,Tadalafil_Tab 20mg,12,104
D81003,Sildenafil_Tab 100mg,15,104
G82652,Sildenafil_Tab 100mg,17,104
G85051,Sildenafil_Tab 100mg,11,104
K81056,Sildenafil_Tab 50mg,5,104
C81114,Sildenafil_Tab 50mg,14,104
G82735,Sildenafil_Tab 50mg,10,104
M82033,Sildenafil_Tab 100mg,13,104
D82053,Sildenafil_Tab 100mg,22,104
D82060,Sildenafil_Tab 100mg,18,108
K84007,Sildenafil_Tab 50mg,14,108
L83055,Sildenafil_Tab 50mg,21,108
J82090,Sildenafil_Tab 50mg,14,108
B86094,Sildenafil_Tab 50mg,13,108
J81055,Sildenafil_Tab 100mg,18,108
J81070,Sildenafil_Tab 50mg,20,108
G82125,Sildenafil_Tab 50mg,15,108
G83680,Sildenafil_Tab 50mg,17,108
M83111,Sildenafil_Tab 100mg,15,108
F84086,Sildenafil_Tab 100mg,34,108
J83031,Sildenafil_Tab 50mg,18,108
Y00522,Sildenafil_Tab 100mg,18,108
K84071,Sildenafil_Tab 100mg,24,108
K81097,Sildenafil_Tab 100mg,26,108
B82069,Sildenafil_Tab 100mg,13,108
M85124,Sildenafil_Tab 50mg,13,108
E82046,Sildenafil_Tab 50mg,13,108
B82035,Sildenafil_Tab 100mg,12,108
H81075,Sildenafil_Tab 50mg,14,108
G85021,Sildenafil_Tab 100mg,16,108
H85682,Sildenafil_Tab 100mg,16,108
L83098,Sildenafil_Tab 50mg,16,108
A82032,Tadalafil_Tab 20mg,13,108
C81006,Sildenafil_Tab 50mg,19,108
F81757,Sildenafil_Tab 100mg,27,108
P86016,Sildenafil_Tab 50mg,21,108
N83014,Sildenafil_Tab 50mg,14,108
L83019,Sildenafil_Tab 100mg,16,108
D81085,Sildenafil_Tab 100mg,17,108
H82010,Sildenafil_Tab 50mg,18,108
K81056,Sildenafil_Tab 100mg,16,108
M85024,Sildenafil_Tab 100mg,27,108
E82068,Sildenafil_Tab 100mg,19,108
M83045,Sildenafil_Tab 100mg,18,108
K81069,Sildenafil_Tab 100mg,18,108
B82075,Sildenafil_Tab 25mg,5,108
B85031,Sildenafil_Tab 50mg,15,108
E84022,Sildenafil_Tab 100mg,21,108
K82058,Sildenafil_Tab 50mg,7,108
B81109,Sildenafil_Tab 50mg,26,108
P91003,Sildenafil_Tab 50mg,12,108
P84021,Sildenafil_Tab 100mg,19,108
P81037,Sildenafil_Tab 100mg,21,108
G85052,Sildenafil_Tab 25mg,6,108
J82214,Sildenafil_Tab 25mg,4,108
M92024,Sildenafil_Tab 50mg,15,108
M92043,Sildenafil_Tab 50mg,10,108
H82087,Sildenafil_Tab 100mg,13,108
H82040,Sildenafil_Tab 100mg,12,108
L84033,Sildenafil_Tab 50mg,13,108
G81014,Sildenafil_Tab 50mg,11,108
A83075,Sildenafil_Tab 100mg,21,108
C83072,Sildenafil_Tab 50mg,16,108
B87019,Sildenafil_Tab 50mg,16,108
N82645,Sildenafil_Tab 100mg,16,108
J83023,Sildenafil_Tab 50mg,18,108
A86012,Sildenafil_Tab 50mg,26,108
H84039,Sildenafil_Tab 50mg,16,108
M88009,Sildenafil_Tab 50mg,21,108
A89021,Sildenafil_Tab 50mg,13,108
E82102,Sildenafil_Tab 100mg,25,108
G85027,Sildenafil_Tab 50mg,13,108
P88042,Sildenafil_Tab 100mg,17,108
C81010,Sildenafil_Tab 50mg,17,108
H84032,Sildenafil_Tab 100mg,15,108
M86006,Sildenafil_Tab 50mg,19,108
H85018,Sildenafil_Tab 50mg,9,108
M86012,Sildenafil_Tab 50mg,19,108
J82220,Sildenafil_Tab 50mg,15,108
F86020,Sildenafil_Tab 100mg,16,108
B85014,Sildenafil_Tab 50mg,16,108
E87008,Sildenafil_Tab 50mg,17,108
M88001,Sildenafil_Tab 100mg,24,108
E81033,Sildenafil_Tab 50mg,20,108
A82009,Sildenafil_Tab 50mg,20,108
B81008,Tadalafil_Tab 20mg,19,108
C84654,Sildenafil_Tab 100mg,23,108
L82039,Sildenafil_Tab 50mg,10,108
G82087,Sildenafil_Tab 25mg,8,108
C84094,Sildenafil_Tab 50mg,23,108
K84006,Sildenafil_Tab 25mg,12,108
C86009,Sildenafil_Tab 100mg,15,108
N84010,Sildenafil_Tab 100mg,17,108
M86020,Sildenafil_Tab 100mg,17,108
E82064,Sildenafil_Tab 50mg,12,108
H84619,Sildenafil_Tab 100mg,8,108
E81056,Sildenafil_Tab 100mg,18,108
P81170,Sildenafil_Tab 50mg,18,108
Y02423,Tadalafil_Tab 20mg,16,108
C82025,Sildenafil_Tab 50mg,18,108
P87032,Sildenafil_Tab 100mg,20,108
M84063,Sildenafil_Tab 50mg,14,108
L83061,Sildenafil_Tab 50mg,13,108
F84010,Tadalafil_Tab 20mg,18,108
Y05349,Sildenafil_Tab 100mg,14,108
B83641,Sildenafil_Tab 100mg,18,108
N83028,Tadalafil_Tab 20mg,26,108
E85040,Sildenafil_Tab 100mg,14,108
B86089,Sildenafil_Tab 100mg,13,108
D82087,Sildenafil_Tab 50mg,18,108
P81182,Sildenafil_Tab 100mg,21,108
H81065,Sildenafil_Tab 50mg,13,108
D81022,Sildenafil_Tab 25mg,12,108
Y02572,Sildenafil_Tab 100mg,17,108
M86008,Sildenafil_Tab 50mg,19,108
A88613,Sildenafil_Tab 100mg,12,108
C83071,Sildenafil_Tab 100mg,15,108
P91014,Sildenafil_Tab 50mg,25,108
C87024,Sildenafil_Tab 100mg,21,108
C88039,Sildenafil_Tab 50mg,21,108
C83027,Sildenafil_Tab 50mg,20,108
P85013,Tadalafil_Tab 20mg,15,108
M91624,Sildenafil_Tab 100mg,10,108
P84068,Sildenafil_Tab 50mg,19,108
E81010,Sildenafil_Tab 100mg,16,108
P84042,Sildenafil_Tab 100mg,23,108
H82027,Sildenafil_Tab 100mg,20,108
B81005,Sildenafil_Tab 25mg,6,108
N85005,Sildenafil_Tab 50mg,19,108
A84039,Tadalafil_Tab 20mg,21,108
B85027,Sildenafil_Tab 50mg,14,108
B82101,Sildenafil_Tab 100mg,25,108
B83627,Sildenafil_Tab 100mg,17,108
Y02517,Sildenafil_Tab 50mg,25,108
J81030,Sildenafil_Tab 100mg,20,108
L81064,Sildenafil_Tab 100mg,15,108
M87602,Sildenafil_Tab 50mg,16,108
A86026,Sildenafil_Tab 100mg,23,108
L84004,Sildenafil_Tab 100mg,25,108
F85030,Tadalafil_Tab 20mg,19,108
F81120,Sildenafil_Tab 50mg,21,108
N85015,Sildenafil_Tab 100mg,15,108
F81099,Sildenafil_Tab 50mg,24,108
C82002,Sildenafil_Tab 100mg,21,108
A86023,Sildenafil_Tab 50mg,12,108
A83075,Sildenafil_Tab 50mg,19,108
A88004,Sildenafil_Tab 25mg,4,108
P81113,Sildenafil_Tab 100mg,26,108
C84031,Sildenafil_Tab 100mg,13,108
J83603,Sildenafil_Tab 50mg,21,108
F81104,Sildenafil_Tab 100mg,18,108
F83063,Tadalafil_Tab 20mg,10,108
F82678,Sildenafil_Tab 100mg,18,108
L82007,Sildenafil_Tab 100mg,18,108
A87013,Sildenafil_Tab 50mg,20,108
G82141,Sildenafil_Tab 50mg,21,108
G84028,Sildenafil_Tab 50mg,13,108
N82009,Sildenafil_Tab 100mg,16,108
B84007,Sildenafil_Tab 50mg,11,108
P84065,Sildenafil_Tab 100mg,20,108
H81656,Sildenafil_Tab 100mg,16,108
K84026,Sildenafil_Tab 100mg,12,108
J83027,Sildenafil_Tab 50mg,24,108
K82065,Sildenafil_Tab 50mg,22,108
D82049,Sildenafil_Tab 50mg,13,108
P81053,Sildenafil_Tab 100mg,21,108
H81064,Tadalafil_Tab 20mg,16,108
L81019,Sildenafil_Tab 100mg,18,108
M85028,Tadalafil_Tab 20mg,19,108
N81055,Sildenafil_Tab 100mg,19,108
A81051,Sildenafil_Tab 100mg,26,108
J82104,Tadalafil_Tab 20mg,14,108
D83019,Sildenafil_Tab 50mg,21,108
A83070,Sildenafil_Tab 50mg,16,108
H81103,Sildenafil_Tab 100mg,16,108
J81609,Sildenafil_Tab 100mg,17,108
K83019,Sildenafil_Tab 100mg,27,108
D81027,Sildenafil_Tab 100mg,25,108
C83039,Sildenafil_Tab 50mg,22,108
P88041,Sildenafil_Tab 100mg,10,108
E85719,Tadalafil_Tab 10mg,6,108
G82652,Sildenafil_Tab 50mg,13,108
A82038,Sildenafil_Tab 50mg,15,108
M85047,Sildenafil_Tab 50mg,10,108
J81032,Sildenafil_Tab 50mg,27,108
M81084,Sildenafil_Tab 100mg,14,108
J82155,Cialis_Tab 20mg,14,108
C88088,Sildenafil_Tab 100mg,14,108
C88085,Sildenafil_Tab 50mg,19,108
F81090,Sildenafil_Tab 25mg,5,108
K84052,Sildenafil_Tab 50mg,19,108
D83039,Sildenafil_Tab 100mg,27,108
F82002,Sildenafil_Tab 100mg,15,108
D81011,Sildenafil_Tab 50mg,21,108
G82050,Tadalafil_Tab 20mg,11,108
L84018,Sildenafil_Tab 25mg,6,108
B86077,Sildenafil_Tab 100mg,15,108
C86032,Sildenafil_Tab 100mg,18,108
D82068,Sildenafil_Tab 50mg,18,108
D83076,Sildenafil_Tab 50mg,15,108
C81034,Sildenafil_Tab 50mg,13,108
A85023,Sildenafil_Tab 50mg,16,108
H82017,Tadalafil_Tab 20mg,14,108
C82040,Sildenafil_Tab 50mg,21,108
J81047,Sildenafil_Tab 50mg,21,108
K83048,Sildenafil_Tab 50mg,15,108
L83127,Sildenafil_Tab 100mg,15,108
E81006,Sildenafil_Tab 100mg,17,108
Y00351,Sildenafil_Tab 50mg,16,108
P91006,Tadalafil_Tab 5mg,4,108
G82067,Sildenafil_Tab 100mg,15,108
D81084,Sildenafil_Tab 100mg,24,108
B86101,Sildenafil_Tab 100mg,14,108
A81048,Sildenafil_Tab 50mg,20,108
D82100,Sildenafil_Tab 100mg,24,108
F83660,Sildenafil_Tab 50mg,13,108
P83001,Sildenafil_Tab 100mg,18,108
N81080,Sildenafil_Tab 100mg,17,108
E85736,Sildenafil_Tab 100mg,16,108
N81067,Sildenafil_Tab 100mg,20,108
N82053,Tadalafil_Tab 20mg,16,108
G82119,Sildenafil_Tab 25mg,5,108
G83052,Sildenafil_Tab 100mg,13,108
M84620,Sildenafil_Tab 100mg,25,108
A88016,Sildenafil_Tab 50mg,11,108
P89006,Sildenafil_Tab 50mg,17,108
M84044,Sildenafil_Tab 100mg,26,108
B81063,Sildenafil_Tab 50mg,12,108
K83053,Sildenafil_Tab 25mg,7,108
F81028,Sildenafil_Tab 100mg,22,108
M83075,Sildenafil_Tab 50mg,14,108
L83642,Sildenafil_Tab 100mg,12,108
P84673,Sildenafil_Tab 50mg,20,108
A89020,Sildenafil_Tab 50mg,14,108
G82780,Sildenafil_Tab 100mg,19,108
M87017,Sildenafil_Tab 50mg,15,108
P88021,Sildenafil_Tab 50mg,16,108
J83010,Sildenafil_Tab 50mg,21,108
C82102,Sildenafil_Tab 50mg,14,108
G81638,Sildenafil_Tab 50mg,17,108
M83698,Sildenafil_Tab 50mg,4,108
E86042,Sildenafil_Tab 50mg,7,108
L84049,Sildenafil_Tab 100mg,12,108
D82079,Sildenafil_Tab 100mg,27,108
C83015,Sildenafil_Tab 100mg,21,108
F81721,Sildenafil_Tab 100mg,20,108
L84078,Sildenafil_Tab 100mg,17,108
N84611,Sildenafil_Tab 100mg,13,108
F81019,Sildenafil_Tab 50mg,25,108
B83622,Sildenafil_Tab 100mg,20,108
H81011,Sildenafil_Tab 50mg,10,108
P87027,Sildenafil_Tab 50mg,12,108
B83019,Tadalafil_Tab 20mg,7,108
P92005,Sildenafil_Tab 100mg,16,108
G82051,Sildenafil_Tab 50mg,15,108
C83045,Sildenafil_Tab 25mg,6,108
P81047,Tadalafil_Tab 20mg,14,108
G85031,Sildenafil_Tab 100mg,14,108
P85020,Sildenafil_Tab 50mg,12,108
L82035,Sildenafil_Tab 50mg,13,108
B81041,Sildenafil_Tab 100mg,17,108
F84692,Tadalafil_Tab 5mg,3,112
A82070,Sildenafil_Tab 100mg,26,112
G85716,Tadalafil_Tab 2.5mg,1,112
M85134,Sildenafil_Tab 25mg,5,112
B85001,Tadalafil_Tab 5mg,2,112
G82154,Tadalafil_Tab 5mg,2,112
M82031,Tadalafil_Tab 2.5mg,2,112
H84062,Sildenafil_Tab 100mg,15,112
H83014,Sildenafil_Tab 100mg,18,112
M91650,Tadalafil_Tab 5mg,2,112
C83060,Tadalafil_Tab 5mg,3,112
H84005,Tadalafil_Tab 5mg,3,112
A81012,Sildenafil_Tab 100mg,26,112
B83029,Tadalafil_Tab 5mg,3,112
C88028,Tadalafil_Tab 5mg,2,112
D83018,Tadalafil_Tab 5mg,2,112
D83081,Sildenafil_Tab 25mg,1,112
K84052,Tadalafil_Tab 5mg,2,112
C87017,Tadalafil_Tab 20mg,21,112
G81038,Tadalafil_Tab 5mg,2,112
F85016,Tadalafil_Tab 5mg,3,112
M91008,Sildenafil_Tab 50mg,16,112
M91010,Tadalafil_Tab 5mg,3,112
M85174,Sildenafil_Tab 50mg,14,112
N81075,Sildenafil_Tab 50mg,22,112
E82001,Tadalafil_Tab 5mg,3,112
D82066,Sildenafil_Tab 100mg,23,112
B85010,Sildenafil_Tab 100mg,14,112
C85024,Tadalafil_Tab 5mg,2,112
J82120,Sildenafil_Tab 100mg,18,112
H84060,Tadalafil_Tab 5mg,2,112
M82005,Tadalafil_Tab 5mg,4,112
A83044,Sildenafil_Tab 50mg,12,112
H84061,Tadalafil_Tab 5mg,2,112
H85027,Tadalafil_Tab 2.5mg,1,112
E84062,Sildenafil_Tab 50mg,7,112
B83056,Tadalafil_Tab 5mg,3,112
A89010,Tadalafil_Tab 5mg,3,112
G82212,Cialis_Tab 5mg,1,112
C84055,Tadalafil_Tab 5mg,3,112
G82215,Sildenafil_Tab 100mg,28,112
N84018,Tadalafil_Tab 5mg,3,112
L81078,Sildenafil_Tab 100mg,14,112
N81001,Tadalafil_Tab 5mg,2,112
P92034,Sildenafil_Tab 100mg,16,112
F81099,Tadalafil_Tab 5mg,4,112
J82216,Sildenafil_Tab 50mg,11,112
H81064,Tadalafil_Tab 5mg,2,112
E83031,Sildenafil_Tab 50mg,10,112
H81119,Sildenafil_Tab 25mg,7,112
D83084,Tadalafil_Tab 5mg,2,112
D83015,Tadalafil_Tab 5mg,3,112
K83002,Tadalafil_Tab 5mg,4,112
C83011,Tadalafil_Tab 5mg,4,112
J82056,Tadalafil_Tab 5mg,3,112
B86030,Cialis_Tab 5mg,2,112
H85030,Sildenafil_Tab 100mg,21,112
B84014,Tadalafil_Tab 5mg,3,112
B83023,Tadalafil_Tab 5mg,3,112
Y02893,Tadalafil_Tab 5mg,3,112
D81005,Tadalafil_Tab 5mg,2,112
D83009,Tadalafil_Tab 5mg,3,112
L82052,Sildenafil_Tab 25mg,5,112
M85002,Tadalafil_Tab 5mg,2,112
E85129,Tadalafil_Tab 5mg,2,112
P87026,Tadalafil_Tab 5mg,4,112
M82011,Sildenafil_Tab 100mg,19,112
P86018,Tadalafil_Tab 5mg,3,112
J81021,Tadalafil_Tab 5mg,4,112
M83027,Sildenafil_Tab 50mg,27,112
L83014,Tadalafil_Tab 5mg,4,112
E82061,Sildenafil_Tab 50mg,15,112
L81090,Tadalafil_Tab 5mg,2,112
L83146,Sildenafil_Tab 100mg,12,112
M84006,Cialis_Tab 5mg,4,112
P89002,Tadalafil_Tab 5mg,3,112
E82098,Tadalafil_Tab 2.5mg,2,112
H85066,Sildenafil_Tab 100mg,13,112
A89022,Sildenafil_Tab 100mg,23,112
K82055,Sildenafil_Tab 50mg,17,112
K81003,Sildenafil_Tab 100mg,25,112
M83113,Tadalafil_Tab 5mg,2,112
K83006,Tadalafil_Tab 5mg,2,112
F81112,Tadalafil_Tab 5mg,3,112
G82111,Tadalafil_Tab 5mg,2,112
B81024,Tadalafil_Tab 5mg,2,112
M84036,Tadalafil_Tab 5mg,4,112
J82021,Tadalafil_Tab 5mg,2,112
G82164,Tadalafil_Tab 20mg,2,112
H84020,Tadalafil_Tab 2.5mg,2,112
F82017,Sildenafil_Tab 50mg,24,112
D83055,Cialis_Tab 5mg,4,112
B81074,Sildenafil_Tab 100mg,22,112
G82120,Tadalafil_Tab 5mg,4,112
A83027,Sildenafil_Tab 100mg,21,112
D83078,Sildenafil_Tab 50mg,18,112
H84002,Sildenafil_Tab 100mg,18,112
P81099,Sildenafil_Tab 100mg,18,112
C84602,Sildenafil_Tab 100mg,11,112
P81047,Tadalafil_Tab 5mg,3,112
P84645,Tadalafil_Tab 5mg,3,112
M83062,Tadalafil_Tab 10mg,10,112
M84043,Cialis_Tab 5mg,4,112
A81034,Tadalafil_Tab 5mg,4,112
E83046,Tadalafil_Tab 5mg,2,112
J82625,Tadalafil_Tab 5mg,3,112
P89030,Tadalafil_Tab 5mg,3,112
L83056,Tadalafil_Tab 5mg,3,112
N82037,Sildenafil_Tab 50mg,17,112
L83120,Tadalafil_Tab 5mg,3,112
P91008,Cialis_Tab 5mg,3,112
L83038,Tadalafil_Tab 5mg,4,112
L81081,Tadalafil_Tab 5mg,2,112
H81070,Sildenafil_Tab 50mg,14,112
F84072,Tadalafil_Tab 5mg,3,112
G82211,Sildenafil_Tab 100mg,18,112
J81075,Sildenafil_Tab 100mg,22,112
A81041,Cialis_Tab 5mg,3,112
C87604,Tadalafil_Tab 5mg,4,112
D81005,Sildenafil_Tab 50mg,12,112
L83022,Tadalafil_Tab 5mg,3,112
A83073,Tadalafil_Tab 5mg,3,112
F85016,Sildenafil_Tab 100mg,15,112
G82042,Tadalafil_Tab 5mg,4,112
G81051,Sildenafil_Tab 100mg,21,112
L84616,Sildenafil_Tab 100mg,20,112
J82152,Tadalafil_Tab 5mg,6,112
H82035,Sildenafil_Tab 50mg,16,112
K81006,Sildenafil_Tab 50mg,15,112
G82019,Cialis_Tab 5mg,4,112
J82039,Sildenafil_Tab 25mg,1,112
C84658,Sildenafil_Tab 100mg,26,112
L83055,Tadalafil_Tab 5mg,3,112
B81091,Tadalafil_Tab 5mg,3,112
L83648,Tadalafil_Tab 5mg,2,112
G81023,Tadalafil_Tab 5mg,2,112
F84081,Tadalafil_Tab 20mg,17,112
G81074,Tadalafil_Tab 5mg,4,112
F81205,Sildenafil_Tab 100mg,14,112
P92003,Sildenafil_Tab 50mg,18,112
C83075,Tadalafil_Tab 5mg,4,112
M88009,Sildenafil_Tab 100mg,21,112
G84624,Sildenafil_Tab 100mg,15,112
M82060,Tadalafil_Tab 5mg,3,112
E87720,Tadalafil_Tab 5mg,2,112
L83646,Cialis_Tab 5mg,2,112
B86049,Tadalafil_Tab 5mg,2,112
H82008,Tadalafil_Tab 5mg,2,112
K84040,Tadalafil_Tab 5mg,6,112
C85033,Tadalafil_Tab 5mg,4,112
B84021,Sildenafil_Tab 25mg,4,112
M85046,Tadalafil_Tab 2.5mg,2,112
L81130,Tadalafil_Tab 5mg,2,112
L83646,Tadalafil_Tab 5mg,3,112
D83048,Tadalafil_Tab 5mg,4,112
F83033,Sildenafil_Tab 100mg,13,112
M84042,Tadalafil_Tab 5mg,4,112
L83031,Tadalafil_Tab 5mg,3,112
N81109,Tadalafil_Tab 5mg,3,112
J82099,Tadalafil_Tab 20mg,14,112
L84037,Tadalafil_Tab 5mg,4,112
P87025,Tadalafil_Tab 5mg,3,112
G83047,Tadalafil_Tab 5mg,7,112
E82078,Sildenafil_Tab 100mg,15,112
B81017,Sildenafil_Tab 50mg,18,112
E87762,Tadalafil_Tab 5mg,2,112
B81064,Sildenafil_Tab 50mg,20,112
H82006,Tadalafil_Tab 5mg,4,112
C88034,Sildenafil_Tab 50mg,15,112
G83009,Tadalafil_Tab 5mg,2,112
M87041,Tadalafil_Tab 5mg,3,112
C87018,Tadalafil_Tab 5mg,4,112
B82031,Tadalafil_Tab 5mg,4,112
B81118,Tadalafil_Tab 5mg,4,112
B81062,Tadalafil_Tab 5mg,4,112
D83041,Tadalafil_Tab 5mg,4,112
Y03124,Cialis_Tab 5mg,1,112
P86602,Tadalafil_Tab 5mg,2,112
L82620,Sildenafil_Tab 50mg,13,112
G82777,Sildenafil_Tab 25mg,4,112
A81035,Tadalafil_Tab 5mg,3,112
M82007,Tadalafil_Tab 5mg,2,112
B86012,Sildenafil_Tab 25mg,1,112
N82110,Tadalafil_Tab 5mg,4,112
M91004,Sildenafil_Tab 100mg,21,112
G84020,Tadalafil_Tab 2.5mg,2,112
G82666,Tadalafil_Tab 5mg,4,112
G81087,Sildenafil_Tab 50mg,21,112
N81011,Tadalafil_Tab 5mg,4,112
J82076,Tadalafil_Tab 5mg,4,112
K82073,Sildenafil_Tab 50mg,32,112
N81022,Tadalafil_Tab 5mg,4,112
F83060,Tadalafil_Tab 5mg,3,112
A82058,Sildenafil_Tab 25mg,3,112
L83085,Tadalafil_Tab 5mg,4,112
K82013,Tadalafil_Tab 5mg,3,112
L84085,Tadalafil_Tab 5mg,4,112
H81069,Tadalafil_Tab 5mg,3,112
L83045,Tadalafil_Tab 5mg,3,112
F81108,Cialis_Tab 5mg,3,112
G82729,Sildenafil_Tab 50mg,19,112
B86023,Sildenafil_Tab 25mg,2,112
D82076,Sildenafil_Tab 100mg,19,112
G82808,Sildenafil_Tab 100mg,17,112
N85028,Sildenafil_Tab 25mg,2,112
B83039,Sildenafil_Tab 50mg,22,112
L83027,Tadalafil_Tab 5mg,3,112
A86022,Sildenafil_Tab 25mg,5,112
M81027,Sildenafil_Tab 100mg,12,112
M88645,Cialis_Tab 5mg,4,112
L81083,Tadalafil_Tab 5mg,2,112
M83027,Tadalafil_Tab 5mg,4,112
A83034,Sildenafil_Tab 50mg,16,112
H85018,Cialis_Tab 5mg,2,112
K82015,Tadalafil_Tab 5mg,3,112
C88053,Tadalafil_Tab 2.5mg,2,112
F85061,Tadalafil_Tab 5mg,2,112
M83050,Tadalafil_Tab 5mg,3,112
K82019,Sildenafil_Tab 100mg,20,112
M82019,Tadalafil_Tab 5mg,4,112
F81133,Tadalafil_Tab 5mg,4,112
H81016,Sildenafil_Tab 50mg,18,112
F81684,Tadalafil_Tab 5mg,1,112
P87040,Tadalafil_Tab 5mg,2,112
J82050,Tadalafil_Tab 5mg,2,112
M89004,Sildenafil_Tab 100mg,18,112
M85077,Sildenafil_Tab 100mg,15,112
N82048,Tadalafil_Tab 5mg,4,112
J83625,Sildenafil_Tab 100mg,24,112
J82058,Tadalafil_Tab 5mg,4,112
B85622,Tadalafil_Tab 5mg,1,112
F81061,Tadalafil_Tab 5mg,4,112
J82155,Tadalafil_Tab 5mg,2,112
F81012,Sildenafil_Tab 100mg,25,112
G82095,Sildenafil_Tab 50mg,21,112
L81036,Tadalafil_Tab 5mg,3,112
A89017,Tadalafil_Tab 5mg,2,112
E81061,Sildenafil_Tab 100mg,26,112
L82030,Sildenafil_Tab 50mg,13,112
C88647,Tadalafil_Tab 5mg,4,112
G82200,Tadalafil_Tab 5mg,4,112
D81611,Tadalafil_Tab 5mg,4,112
J83033,Cialis_Tab 5mg,2,112
E82132,Sildenafil_Tab 100mg,25,112
Y00612,Sildenafil_Tab 100mg,15,112
G82126,Tadalafil_Tab 5mg,2,112
C84035,Tadalafil_Tab 5mg,3,112
D82043,Sildenafil_Tab 50mg,18,112
L83094,Tadalafil_Tab 5mg,4,112
C81649,Tadalafil_Tab 5mg,3,112
C84120,Sildenafil_Tab 25mg,5,112
H81097,Tadalafil_Tab 5mg,2,112
E84040,Tadalafil_Tab 2.5mg,2,112
B81062,Tadalafil_Tab 20mg,12,112
F84681,Sildenafil_Tab 50mg,24,112
C83019,Cialis_Tab 5mg,4,112
M83650,Sildenafil_Tab 50mg,18,112
P89014,Sildenafil_Tab 50mg,19,112
E87701,Tadalafil_Tab 5mg,2,112
F82649,Sildenafil_Tab 100mg,13,112
P84061,Sildenafil_Tab 100mg,14,112
M83617,Cialis_Tab 5mg,3,112
B85016,Sildenafil_Tab 50mg,15,112
H83016,Sildenafil_Tab 100mg,15,112
B85606,Sildenafil_Tab 100mg,23,112
A83012,Sildenafil_Tab 25mg,11,112
F84117,Sildenafil_Tab 100mg,16,112
B82097,Sildenafil_Tab 50mg,16,112
